,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,city,area,animal,furniture,rooms,bathroom,parking_spaces,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL)
114,1024,0.001,64,GMC,574528.0,254657,0.2855535,0.00049500185,6.9441e-05,0.2231884057971014,0.025,0.4888888888888889,0.5,0.739130437374115,1.0,1.7173912525177002,18.905059814453125,0.2427694946527481,6.331573009490967,0.2097198218107223
115,1024,0.001,64,ICEH,225985.0,271169,0.51615775,0.0002016736,0.00010913329,0.3246376811594203,0.05,0.2111111111111111,0.6090909090909091,5.195652008056641,4.369565010070801,8.65217399597168,15.63282299041748,0.0114112589508295,7.548357009887695,0.0323066040873527
116,1024,0.001,64,MCN,70208.0,108865,0.15516908,0.0012640088,0.00015798099,0.4019323671497584,0.0625,0.4222222222222222,0.6103896103896104,2.41304349899292,3.58695650100708,6.369565010070801,9.740620613098145,1.445063829421997,9.289669036865234,1.022828221321106
117,1024,0.001,64,SCARF,112960.0,108865,0.32577333,0.0012014573,0.0001127672,,,,,,,,,,,
118,1024,0.001,64,SUBTAB,80192.0,108865,0.15269642,0.0014762288,0.00011431585,,,,,,,,,,,
119,1024,0.001,128,CLIP,184705.0,365185,0.18254143,0.00097555266,8.164758e-05,0.4719806763285024,0.075,0.2222222222222222,0.561038961038961,1.54347825050354,0.739130437374115,1.41304349899292,12.112848281860352,0.0321898758411407,9.449458122253418,0.0367642864584922
120,1024,0.001,128,CONTROL,,365185,,,0.00010368204,,,,,,,,,,,
121,1024,0.001,128,GMC,582784.0,398209,0.28394654,0.00042027715,3.9498605e-05,0.2652173913043478,0.05,0.5,0.5,0.760869562625885,0.95652174949646,1.7173912525177002,15.966382026672363,0.2430313378572464,6.283207893371582,0.2044075280427932
122,1024,0.001,128,ICEH,234241.0,414721,0.4924063,0.00017277895,0.00010506612,0.3536231884057971,0.05,0.8777777777777778,0.6831168831168831,2.76086950302124,2.13043475151062,2.5652174949646,14.831003189086914,0.0091971168294548,7.94821834564209,0.0301772709935903
123,1024,0.001,128,MCN,197760.0,365185,0.20388488,0.0012353412,0.00010129841,0.4536231884057971,0.1166666666666666,0.5,0.6272727272727273,1.34782612323761,0.804347813129425,2.04347825050354,12.87613010406494,0.9293619394302368,7.5616774559021,0.5322685241699219
124,1024,0.001,128,SCARF,381568.0,365185,0.29057002,0.0013952876,0.00012093785,,,,,,,,,,,
125,1024,0.001,128,SUBTAB,250496.0,365185,0.1499704,0.0012293109,8.403613e-05,,,,,,,,,,,
126,1024,0.002,32,CLIP,24673.0,36001,0.23138519,0.0011535732,0.0001336827,0.2884057971014492,0.075,0.9,0.6662337662337663,1.3260869979858398,1.04347825050354,2.58695650100708,9.88959789276123,0.0699601620435714,6.062649250030518,0.0498931184411048
127,1024,0.002,32,CONTROL,,36001,,,0.0001250521,,,,,,,,,,,
128,1024,0.002,32,GMC,570400.0,216673,0.28833795,0.00039317654,6.402167e-05,0.2739130434782608,0.075,0.5,0.5,0.739130437374115,0.8260869383811951,1.6956521272659302,13.670129776000977,0.2343139499425888,6.211561679840088,0.1759488880634308
129,1024,0.002,32,ICEH,221857.0,233185,0.54150707,0.000161261,0.0001421509,0.3318840579710144,0.1083333333333333,0.5,0.5337662337662338,1.54347825050354,2.36956524848938,6.41304349899292,14.647783279418944,0.0362868644297122,6.671126842498779,0.0265805069357156
130,1024,0.002,32,MCN,27936.0,36001,0.262243,0.001094543,0.000115212366,0.3241545893719806,0.025,0.8333333333333333,0.5701298701298702,0.95652174949646,1.5,2.15217399597168,15.814059257507324,1.2191548347473145,7.572026252746582,0.8128014206886292
131,1024,0.002,32,SCARF,37024.0,36001,0.30385706,0.001219397,0.00012293656,,,,,,,,,,,
132,1024,0.002,32,SUBTAB,28832.0,36001,0.14328848,0.0013485306,0.000119888085,,,,,,,,,,,
133,1024,0.002,64,CLIP,63681.0,108865,0.18222633,0.00092318794,0.00011222396,0.4893719806763285,0.05,0.8333333333333333,0.5168831168831168,1.0,0.97826087474823,1.2826087474822998,12.905137062072754,0.0271453261375427,7.66581392288208,0.0314302183687686
134,1024,0.002,64,CONTROL,,108865,,,0.000119909004,,,,,,,,,,,
135,1024,0.002,64,GMC,574528.0,254657,0.27688113,0.00032575225,6.417877e-05,0.2652173913043478,0.0333333333333333,0.4777777777777778,0.5,0.782608687877655,1.0,1.7826087474822998,14.841461181640623,0.2181908786296844,6.252975463867188,0.1706824153661728
136,1024,0.002,64,ICEH,225985.0,271169,0.5061638,0.00014893178,0.00013351002,0.3550724637681159,0.05,0.4,0.6636363636363636,2.32608699798584,2.2173912525177,2.23913049697876,12.52443790435791,0.0143427848815917,6.472186088562012,0.0237304326146841
137,1024,0.002,64,MCN,70208.0,108865,0.1788536,0.0011866614,7.527788e-05,0.2265700483091787,0.05,0.7555555555555555,0.6012987012987012,1.3043478727340698,1.63043475151062,2.10869574546814,14.205780982971191,1.220631718635559,7.514533519744873,0.5884032249450684
138,1024,0.002,64,SCARF,112960.0,108865,0.32578292,0.0011924998,0.00014452853,,,,,,,,,,,
139,1024,0.002,64,SUBTAB,80192.0,108865,0.1813166,0.0013127804,9.283623e-05,,,,,,,,,,,
140,1024,0.002,128,CLIP,184705.0,365185,0.24509181,0.0004689519,4.63619e-05,0.4009661835748792,0.05,0.2,0.5441558441558441,1.34782612323761,0.8260869383811951,1.8043478727340696,8.647284507751465,0.0269855204969644,9.244917869567873,0.0274225622415542
141,1024,0.002,128,CONTROL,,365185,,,0.00012116326,,,,,,,,,,,
142,1024,0.002,128,GMC,582784.0,398209,0.2895988,0.00032995656,9.164351e-05,0.2231884057971014,0.075,0.4888888888888889,0.5,0.782608687877655,0.804347813129425,1.7173912525177002,14.845810890197754,0.2511609196662903,6.17494010925293,0.176393449306488
143,1024,0.002,128,ICEH,234241.0,414721,0.49233547,0.00017022736,0.00010918823,0.3922705314009662,0.075,0.2333333333333333,0.5285714285714286,2.8043477535247803,3.3913042545318604,10.6304349899292,15.18265151977539,0.0201404932886362,6.825453281402588,0.0340621061623096
144,1024,0.002,128,MCN,197760.0,365185,0.14967883,0.0012639061,0.00014147851,0.253623188405797,0.125,0.9111111111111112,0.5,0.95652174949646,0.91304349899292,2.0652174949646,10.197954177856444,1.16831636428833,6.842267990112305,0.5133607983589172
145,1024,0.002,128,SCARF,381568.0,365185,0.3287936,0.0005761658,9.1479145e-05,,,,,,,,,,,
146,1024,0.002,128,SUBTAB,250496.0,365185,0.20246054,0.0013842608,0.00010312238,,,,,,,,,,,
147,1024,0.003,32,CLIP,24673.0,36001,0.1711322,0.0009864947,0.00011975272,0.3502415458937197,0.05,0.8,0.5415584415584416,1.41304349899292,1.04347825050354,2.15217399597168,10.221922874450684,0.0813356563448906,6.602389812469482,0.0302711855620145
148,1024,0.003,32,CONTROL,,36001,,,0.00012747255,,,,,,,,,,,
149,1024,0.003,32,GMC,570400.0,216673,0.30482438,0.00039422422,0.00012870069,0.2652173913043478,0.025,0.5,0.5,0.695652186870575,0.95652174949646,1.52173912525177,16.30792808532715,0.2425256222486496,6.306816577911377,0.1891212463378906
150,1024,0.003,32,ICEH,221857.0,233185,0.50884074,0.000123695,0.00012114807,0.2913043478260869,0.0333333333333333,0.8,0.6610389610389611,1.13043475151062,1.13043475151062,1.6956521272659302,14.914594650268556,0.0314194522798061,6.4287109375,0.055637028068304
151,1024,0.003,32,MCN,27936.0,36001,0.30571306,0.0009058396,0.000108225766,0.2487922705314009,0.0583333333333333,0.8444444444444444,0.6610389610389611,1.3043478727340698,1.39130437374115,2.41304349899292,15.38136386871338,0.8245187997817993,7.021023750305176,0.4118010103702545
152,1024,0.003,32,SCARF,37024.0,36001,0.25261435,0.0010440695,0.0001254892,,,,,,,,,,,
153,1024,0.003,32,SUBTAB,28832.0,36001,0.17170762,0.0016480801,0.00012671112,,,,,,,,,,,
154,1024,0.003,64,CLIP,63681.0,108865,0.22922617,0.0007419278,5.658606e-05,0.381159420289855,0.15,0.4222222222222222,0.5675324675324676,1.82608699798584,0.739130437374115,1.45652174949646,8.235210418701172,0.0231192894279956,7.53175687789917,0.0455403886735439
155,1024,0.003,64,CONTROL,,108865,,,0.0001246181,,,,,,,,,,,
156,1024,0.003,64,GMC,574528.0,254657,0.29385453,0.000310409,0.00010747724,0.2231884057971014,0.0,0.4888888888888889,0.5,0.804347813129425,0.8260869383811951,1.7391303777694702,14.910969734191896,0.2100872099399566,6.268401622772217,0.1709666401147842
157,1024,0.003,64,ICEH,225985.0,271169,0.5175396,0.00013851184,7.7014156e-05,0.3666666666666666,0.05,0.2777777777777778,0.474025974025974,2.7173912525177,1.3260869979858398,4.73913049697876,14.490017890930176,0.0441842600703239,7.2204790115356445,0.0272816736251115
158,1024,0.003,64,MCN,70208.0,108865,0.21186922,0.0010256767,6.511758e-05,0.251207729468599,0.1333333333333333,0.7888888888888889,0.4454545454545455,1.2173912525177002,1.0,2.0652174949646,14.23741626739502,0.38943812251091,5.706522464752197,0.3078348636627197
159,1024,0.003,64,SCARF,112960.0,108865,0.2917966,0.0008013146,0.00012347753,,,,,,,,,,,
160,1024,0.003,64,SUBTAB,80192.0,108865,0.2008385,0.0013726442,0.00012442988,,,,,,,,,,,
161,1024,0.003,128,CLIP,184705.0,365185,0.29421085,0.00030921938,0.00019578527,0.4980676328502415,0.15,0.3666666666666666,0.5532467532467533,1.5,0.8913043737411499,1.3260869979858398,13.056144714355469,0.0200218074023723,6.472692966461182,0.0289755128324031
162,1024,0.003,128,CONTROL,,365185,,,0.00010534089,,,,,,,,,,,
163,1024,0.003,128,GMC,582784.0,398209,0.3108854,0.0003092771,8.196383e-05,0.2231884057971014,0.0,0.4888888888888889,0.5,0.739130437374115,0.8695651888847351,1.6739130020141602,15.95001983642578,0.2309068590402603,6.035295009613037,0.1817830801010131
164,1024,0.003,128,ICEH,234241.0,414721,0.48072463,0.000103530714,0.00011441829,0.2198067632850241,0.025,0.3777777777777777,0.7324675324675325,1.54347825050354,1.7608696222305298,5.695652008056641,14.929815292358398,0.0145250260829925,7.156424045562744,0.0202794261276721
165,1024,0.003,128,MCN,197760.0,365185,0.16013679,0.001268738,0.0001298836,0.4265700483091788,0.075,0.7111111111111111,0.5493506493506494,0.93478262424469,1.3260869979858398,2.04347825050354,12.80135726928711,1.2372897863388062,6.574740409851074,0.4743887484073639
166,1024,0.003,128,SCARF,381568.0,365185,0.32863545,0.00082300085,9.4196475e-05,,,,,,,,,,,
167,1024,0.003,128,SUBTAB,250496.0,365185,0.22733904,0.0014188235,6.5038555e-05,,,,,,,,,,,
168,1024,0.005,32,CLIP,24673.0,36001,0.22557451,0.000623727,7.3001356e-05,0.466183574879227,0.1,0.2555555555555555,0.4909090909090909,1.34782612323761,0.6521739363670349,2.19565224647522,10.754571914672852,0.0565762482583522,7.459245204925537,0.0190909821540117
169,1024,0.005,32,CONTROL,,36001,,,0.00012582599,,,,,,,,,,,
170,1024,0.005,32,GMC,570400.0,216673,0.46508783,0.00031321822,0.00012137386,0.2217391304347826,0.025,0.4888888888888889,0.5,0.760869562625885,0.8695651888847351,1.58695650100708,16.395557403564453,0.2272835969924926,6.270053863525391,0.1803400814533233
171,1024,0.005,32,ICEH,221857.0,233185,0.43997982,9.2674505e-05,3.705065e-05,0.4628019323671498,0.0916666666666666,0.5,0.5,1.0,0.6521739363670349,6.195652008056641,14.058695793151855,0.0079361125826835,6.8145060539245605,0.0138550922274589
172,1024,0.005,32,MCN,27936.0,36001,0.3365476,0.00059508136,4.8270434e-05,0.2130434782608695,0.0916666666666666,0.8333333333333333,0.6493506493506493,1.2173912525177002,1.0,2.10869574546814,13.517863273620604,0.4210350215435028,5.995276927947998,0.3644485473632812
173,1024,0.005,32,SCARF,37024.0,36001,0.3138555,0.0011622104,7.954363e-05,,,,,,,,,,,
174,1024,0.005,32,SUBTAB,28832.0,36001,0.19835675,0.0012444335,0.00013354787,,,,,,,,,,,
175,1024,0.005,64,CLIP,63681.0,108865,0.31155148,0.00036624944,3.4031335e-05,0.4710144927536231,0.025,0.4222222222222222,0.4766233766233766,0.739130437374115,0.8913043737411499,1.43478262424469,11.205401420593262,0.0434399247169494,5.491575241088867,0.0308471210300922
176,1024,0.005,64,CONTROL,,108865,,,0.00012213652,,,,,,,,,,,
177,1024,0.005,64,GMC,574528.0,254657,0.39105543,0.0003131228,0.00032737528,0.2217391304347826,0.025,0.4888888888888889,0.5,0.760869562625885,0.760869562625885,1.93478262424469,15.84922218322754,0.2084920108318328,6.2643327713012695,0.1842261850833892
178,1024,0.005,64,ICEH,225985.0,271169,0.44645417,7.26024e-05,7.457772e-05,0.3386473429951691,0.05,0.4555555555555555,0.6038961038961039,1.7391303777694702,1.7173912525177002,2.52173924446106,10.820303916931152,0.0100427893921732,8.504448890686035,0.0139219667762517
179,1024,0.005,64,MCN,70208.0,108865,0.23449393,0.0007798267,2.0472306e-05,0.3289855072463767,0.125,0.8333333333333333,0.538961038961039,1.15217387676239,0.8260869383811951,2.13043475151062,11.67607593536377,0.2820431888103485,5.69498872756958,0.2245318442583084
180,1024,0.005,64,SCARF,112960.0,108865,0.36951107,0.0016534053,8.890472e-05,,,,,,,,,,,
181,1024,0.005,64,SUBTAB,80192.0,108865,0.20562163,0.0013365782,0.000117432915,,,,,,,,,,,
182,1024,0.005,128,CLIP,184705.0,365185,0.35158452,0.00017399603,6.56069e-05,0.3995169082125603,0.1583333333333333,0.2888888888888888,0.5532467532467533,1.2391303777694702,0.95652174949646,2.13043475151062,12.264281272888184,0.0252358298748731,7.703528881072998,0.0318524278700351
183,1024,0.005,128,CONTROL,,365185,,,0.00013383411,,,,,,,,,,,
184,1024,0.005,128,GMC,582784.0,398209,0.5644998,0.00043516594,0.0004552907,0.1884057971014492,0.025,0.9333333333333332,0.5,0.804347813129425,0.97826087474823,2.0,14.454440116882324,0.2765409350395202,5.75199031829834,0.1790355741977691
185,1024,0.005,128,ICEH,234241.0,414721,0.40098563,0.00011063634,0.00071040506,0.4115942028985507,0.05,0.5,0.5506493506493506,1.2608696222305298,3.5652174949646,8.17391300201416,14.47468376159668,0.0079780761152505,5.7272796630859375,0.0176893770694732
186,1024,0.005,128,MCN,197760.0,365185,0.1695788,0.0012467351,0.00012929428,0.2743961352657004,0.15,0.4777777777777778,0.5311688311688312,1.82608699798584,1.7608696222305298,1.45652174949646,15.686198234558104,1.1616703271865845,7.017008304595947,0.5662375688552856
187,1024,0.005,128,SCARF,381568.0,365185,0.32280976,0.0007382372,0.00012029945,,,,,,,,,,,
188,1024,0.005,128,SUBTAB,250496.0,365185,0.29514,0.0012800436,0.00018580977,,,,,,,,,,,
189,1024,0.007,32,CLIP,24673.0,36001,0.2752698,0.00049836014,0.000112477515,0.4565217391304347,0.025,0.7666666666666666,0.4818181818181818,1.0,0.760869562625885,1.39130437374115,14.311699867248535,0.0636283606290817,4.741488456726074,0.0290456227958202
190,1024,0.007,32,CONTROL,,36001,,,0.0001237742,,,,,,,,,,,
191,1024,0.007,32,GMC,570400.0,216673,0.603174,0.00034247938,0.00012893381,0.1884057971014492,0.0333333333333333,0.4666666666666667,0.5,0.760869562625885,0.739130437374115,1.95652174949646,14.64062786102295,0.2390093952417373,6.138082981109619,0.1844248920679092
192,1024,0.007,32,ICEH,221857.0,233185,0.45445153,8.4986736e-05,0.0002389919,0.1753623188405796,0.05,0.7888888888888889,0.6467532467532467,0.8260869383811951,0.8260869383811951,2.5652174949646,7.994589805603027,0.0153949270024895,6.1486496925354,0.0189929194748401
193,1024,0.007,32,MCN,27936.0,36001,0.28950438,0.0009684496,8.063293e-05,0.27487922705314,0.075,0.8,0.7064935064935065,1.1956521272659302,0.97826087474823,2.02173924446106,13.72309398651123,1.3693448305130005,8.348970413208008,0.5743997097015381
194,1024,0.007,32,SCARF,37024.0,36001,0.32769626,0.0010941804,0.00012037665,,,,,,,,,,,
195,1024,0.007,32,SUBTAB,28832.0,36001,0.21595897,0.0014167367,0.00012711546,,,,,,,,,,,
196,1024,0.007,64,CLIP,63681.0,108865,0.33018023,0.0002854608,4.2190793e-05,0.378743961352657,0.1,0.3888888888888889,0.4766233766233766,0.91304349899292,0.93478262424469,2.02173924446106,9.925251960754396,0.0290778521448373,5.480597496032715,0.0308795552700757
197,1024,0.007,64,CONTROL,,108865,,,0.000107410015,,,,,,,,,,,
198,1024,0.007,64,GMC,574528.0,254657,0.6796365,0.00038057705,0.00014651276,0.1550724637681159,0.0458333333333333,0.9111111111111112,0.5,0.8260869383811951,0.804347813129425,1.93478262424469,15.48277473449707,0.2349165976047516,5.3381757736206055,0.1795725375413894
199,1024,0.007,64,ICEH,225985.0,271169,0.49388245,8.158016e-05,0.00026598066,0.208695652173913,0.05,0.5,0.5506493506493506,1.06521737575531,1.8043478727340696,2.76086950302124,15.251970291137695,0.0089835915714502,7.988656520843506,0.0153927644714713
200,1024,0.007,64,MCN,70208.0,108865,0.2375463,0.0007916862,4.5894732e-05,0.4647342995169082,0.0875,0.8333333333333333,0.6207792207792208,1.2173912525177002,0.782608687877655,3.63043475151062,12.210003852844238,0.4205471575260162,6.127520561218262,0.2493555247783661
201,1024,0.007,64,SCARF,112960.0,108865,0.28030637,0.0010003069,9.5060874e-05,,,,,,,,,,,
202,1024,0.007,64,SUBTAB,80192.0,108865,0.25662082,0.0012255395,0.000104382096,,,,,,,,,,,
203,1024,0.007,128,CLIP,184705.0,365185,0.3868892,0.0001597629,0.00010160106,0.4057971014492754,0.1583333333333333,0.3777777777777777,0.5701298701298702,1.60869562625885,0.8478260636329651,1.7608696222305298,9.87984561920166,0.0302365310490131,7.933009147644043,0.0237829927355051
204,1024,0.007,128,CONTROL,,365185,,,0.00015321583,,,,,,,,,,,
205,1024,0.007,128,GMC,582784.0,398209,0.5383956,0.00047948683,0.00048594997,0.1884057971014492,0.0333333333333333,0.8222222222222222,0.587012987012987,0.804347813129425,1.08695650100708,1.91304349899292,15.048418045043944,0.2399973422288894,6.065948009490967,0.1888208240270614
206,1024,0.007,128,ICEH,234241.0,414721,0.51751125,9.704899e-05,0.00059705466,0.1666666666666666,0.05,0.4666666666666667,0.5363636363636364,0.782608687877655,0.717391312122345,2.08695650100708,14.133856773376465,0.0122574921697378,5.944261074066162,0.0125372102484107
207,1024,0.007,128,MCN,197760.0,365185,0.16231087,0.0012613289,8.900331e-05,0.348792270531401,0.0666666666666666,0.5,0.5701298701298702,1.02173912525177,1.34782612323761,1.39130437374115,13.383724212646484,0.9084680080413818,6.041807174682617,0.5086585283279419
208,1024,0.007,128,SCARF,381568.0,365185,0.4820538,0.000523621,0.00037947687,,,,,,,,,,,
209,1024,0.007,128,SUBTAB,250496.0,365185,0.3622725,0.0010287623,0.00016297698,,,,,,,,,,,
210,1024,0.01,32,CLIP,24673.0,36001,0.3181696,0.00042651407,8.6672524e-05,0.4193236714975844,0.075,0.3333333333333333,0.5272727272727272,0.97826087474823,0.6739130616188049,1.47826087474823,10.962748527526855,0.0467033945024013,5.953534126281738,0.0322906672954559
211,1024,0.01,32,CONTROL,,36001,,,0.00013800745,,,,,,,,,,,
212,1024,0.01,32,GMC,570400.0,216673,0.6335915,0.00073693116,0.000120449455,0.1884057971014492,0.0625,0.8333333333333333,0.5415584415584416,0.739130437374115,1.13043475151062,1.91304349899292,20.509979248046875,0.2622314691543579,5.647815704345703,0.1918972432613372
213,1024,0.01,32,ICEH,221857.0,233185,0.51241475,9.49676e-05,0.00023394778,0.3183574879227053,0.1,0.5,0.548051948051948,0.804347813129425,0.91304349899292,4.32608699798584,13.806177139282228,0.0179317370057106,11.2811918258667,0.0124207874760031
214,1024,0.01,32,MCN,27936.0,36001,0.35206282,0.00032752845,8.63344e-05,0.451207729468599,0.1333333333333333,0.8444444444444444,0.587012987012987,0.8913043737411499,0.8260869383811951,1.47826087474823,15.66978645324707,0.200463518500328,5.9547038078308105,0.0913367569446563
215,1024,0.01,32,SCARF,37024.0,36001,0.31029236,0.0007722527,9.430515e-05,,,,,,,,,,,
216,1024,0.01,32,SUBTAB,28832.0,36001,0.2600803,0.0014569069,0.00012498231,,,,,,,,,,,
217,1024,0.01,64,CLIP,63681.0,108865,0.33200648,0.00019874974,7.875695e-05,0.5019323671497584,0.175,0.8222222222222222,0.5935064935064935,1.41304349899292,0.93478262424469,2.17391300201416,9.914977073669434,0.0504118762910366,7.427334308624268,0.0333422012627124
218,1024,0.01,64,CONTROL,,108865,,,0.00018420837,,,,,,,,,,,
219,1024,0.01,64,GMC,574528.0,254657,0.63576716,0.00032993522,0.0013586889,0.2217391304347826,0.0,0.9555555555555556,0.5,0.760869562625885,0.8260869383811951,1.8478261232376096,14.900564193725586,0.2018099874258041,6.282104015350342,0.1867623478174209
220,1024,0.01,64,ICEH,225985.0,271169,0.41495916,0.00012490549,0.0012493879,0.2666666666666666,0.075,0.4,0.4428571428571428,1.43478262424469,1.95652174949646,7.369565010070801,10.183738708496094,0.024508973583579,13.756629943847656,0.0542807318270206
221,1024,0.01,64,MCN,70208.0,108865,0.26159778,0.000547064,0.00011564744,0.2376811594202898,0.1,0.7444444444444445,0.6038961038961039,1.0,0.782608687877655,1.8043478727340696,15.406004905700684,0.2000975161790847,6.113264560699463,0.0924053266644477
222,1024,0.01,64,SCARF,112960.0,108865,0.3896939,0.000511523,0.0001376246,,,,,,,,,,,
223,1024,0.01,64,SUBTAB,80192.0,108865,0.28961888,0.0014075983,0.00013359044,,,,,,,,,,,
224,1024,0.01,128,CLIP,184705.0,365185,0.40365875,0.00012823568,0.0001883642,0.3748792270531401,0.1,0.3444444444444444,0.6038961038961039,1.04347825050354,0.95652174949646,1.82608699798584,9.828912734985352,0.0250640120357275,7.042247772216797,0.0294934567064046
225,1024,0.01,128,CONTROL,,365185,,,0.00016345203,,,,,,,,,,,
226,1024,0.01,128,GMC,582784.0,398209,0.48612586,0.00059661595,0.00048376824,0.1797101449275362,0.0333333333333333,0.8888888888888888,0.5415584415584416,0.739130437374115,1.04347825050354,1.7608696222305298,14.680864334106444,0.2542521357536316,6.029433727264404,0.1949404776096344
227,1024,0.01,128,ICEH,234241.0,414721,0.44735935,6.574971e-05,0.0005872681,0.1888888888888888,0.05,0.5,0.5,0.93478262424469,1.6956521272659302,2.82608699798584,14.691229820251465,0.0148704322054982,6.7209792137146,0.0150645747780799
228,1024,0.01,128,MCN,197760.0,365185,0.16063908,0.0012618399,0.00014257431,0.3289855072463769,0.1083333333333333,0.4555555555555555,0.5220779220779221,1.52173912525177,0.8695651888847351,1.7173912525177002,11.577685356140137,1.1362347602844238,7.317274570465088,0.5487476587295532
229,1024,0.01,128,SCARF,381568.0,365185,0.38352004,0.00059564126,0.00040144505,,,,,,,,,,,
230,1024,0.01,128,SUBTAB,250496.0,365185,0.39129478,0.0011516127,0.00018464454,,,,,,,,,,,
