,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap
0,1024,0.0001,32,CLIP,23521.0,45089,0.28801993,8.767014,144.84729,1.488154411315918,17.14312744140625,1.6897255182266235,4.38231897354126,5.28090763092041,1.309681057929993,0.2980103194713592,9.997269630432127,9.317778587341309,4.883551597595215,0.8749698996543884,1.0964094400405884,1.1770565509796145,0.3914869725704193,2.4820337295532227,0.926805019378662,4.125566959381104,4.098709583282471,16.01255989074707,6.153051853179932,7.494180679321289
1,1024,0.0001,32,CONTROL,,45089,,,221.69974,,,,,,,,,,,,,,,,,,,,,
2,1024,0.0001,32,GMC,1069088.0,394337,0.38414717,12.845732,18.82942,1.2600284814834597,2.469350576400757,0.4101809561252594,0.4402165412902832,0.4026892185211181,0.2851622700691223,0.3809748589992523,1.676793336868286,0.9996373653411864,0.4982282817363739,0.7850711941719055,1.089239239692688,1.6421393156051636,0.4589903950691223,0.7786445617675781,0.9705080986022948,0.5718010663986206,0.5582545399665833,1.1832460165023804,1.1858805418014526,17.602664947509766
3,1024,0.0001,32,ICEH,389281.0,410849,0.20678774,9.580945,15.716548,6.194157123565674,9.04258918762207,1.077142357826233,0.4202980697154999,0.4488949179649353,0.06741663813591,0.8237834572792053,10.437926292419434,5.953333377838135,0.0986494868993759,0.07478928565979,0.4388369917869568,5.068803787231445,4.651494026184082,0.2044959217309951,0.2233621776103973,0.3706810176372528,0.3194321095943451,6.282777786254883,1.3874177932739258,2.010364294052124
4,1024,0.0001,32,MCN,26784.0,45089,0.4289509,8.764784,267.40903,6.819516181945801,4.796215057373047,4.395641803741455,4.380601406097412,6.696500301361084,2.551840305328369,4.090935707092285,11.213019371032717,9.44577693939209,1.3034685850143433,7.332143306732178,2.164288282394409,6.958488941192627,5.864335060119629,4.16633939743042,3.177553415298462,5.708414554595947,3.7255313396453857,1.0424346923828125,4.868357658386231,5.993973731994629
5,1024,0.0001,32,SCARF,46112.0,45089,0.35159522,8.455278,78.08112,,,,,,,,,,,,,,,,,,,,,
6,1024,0.0001,32,SUBTAB,32800.0,45089,0.35004503,8.532281,255.70984,,,,,,,,,,,,,,,,,,,,,
7,1024,0.0001,64,CLIP,90049.0,176193,0.38233018,8.79976,29.270058,0.5258787870407104,5.670985221862793,3.444112539291382,4.205033302307129,5.501206398010254,0.1770495176315307,0.4920701086521148,10.17707061767578,9.530652046203612,0.0732630863785743,0.2570132315158844,0.2453331500291824,3.09203839302063,0.3406709730625152,0.2055976539850235,0.2693159282207489,1.6101709604263306,2.554231882095337,0.8135477304458618,3.49786639213562,71.08509063720703
8,1024,0.0001,64,CONTROL,,176193,,,34.713642,,,,,,,,,,,,,,,,,,,,,
9,1024,0.0001,64,GMC,1073216.0,463041,0.40007934,10.763822,17.853216,1.3041807413101196,2.570067882537842,0.4168587923049927,0.4616092443466186,0.4186866581439972,0.2892741560935974,0.3864955902099609,1.7252161502838137,3.482220411300659,0.4801700115203857,0.8436665534973145,1.1828147172927856,1.8707687854766848,0.4501494765281677,0.7849875688552856,0.9781904220581056,0.5795267224311829,0.5612282752990723,1.1790980100631714,1.2047301530838013,13.217759132385254
10,1024,0.0001,64,ICEH,393409.0,479553,0.20607094,9.704288,15.222773,2.3711390495300293,4.107248783111572,1.117034673690796,0.3704485595226288,0.3279095590114593,0.0463444776833057,0.7725024819374084,8.562129974365234,8.746438980102539,0.1197578832507133,0.1094524413347244,0.2528480291366577,2.761429071426392,7.74495267868042,0.1588429361581802,0.3134708702564239,0.4713647961616516,0.4880276620388031,0.5625531673431396,1.3513675928115845,8.143730163574219
11,1024,0.0001,64,MCN,96576.0,176193,0.36334097,8.178805,43.4698,5.540876388549805,2.613506555557251,2.938043594360352,4.00919771194458,5.129810333251953,0.891017496585846,1.0387154817581177,13.619290351867676,8.345800399780273,0.73023921251297,1.803920865058899,2.036760091781616,4.306972503662109,0.4878498017787933,2.029683828353882,3.1326117515563965,6.778139114379883,4.280411720275879,0.9682477116584778,4.262939453125,26.66184425354004
12,1024,0.0001,64,SCARF,180288.0,176193,0.3636991,9.341013,32.452076,,,,,,,,,,,,,,,,,,,,,
13,1024,0.0001,64,SUBTAB,127040.0,176193,0.33778456,9.181,47.118656,,,,,,,,,,,,,,,,,,,,,
14,1024,0.0001,128,CLIP,352129.0,696449,0.41352546,9.227492,22.724714,0.8319596648216248,1.5021570920944214,1.770830154418945,0.1710676103830337,0.1511904001235962,0.0336944423615932,0.3704053163528442,10.087660789489746,9.02688694000244,0.0478349924087524,0.0848524868488311,0.1974514722824096,0.7252057194709778,1.2814910411834717,0.062811367213726,0.0713156759738922,0.1014628782868385,0.1780286282300949,0.3892849683761596,3.2419159412384038,0.7134193778038025
15,1024,0.0001,128,CONTROL,,696449,,,19.019133,,,,,,,,,,,,,,,,,,,,,
16,1024,0.0001,128,GMC,1081472.0,729473,0.41638163,10.816876,15.22035,1.3236563205718994,2.4410433769226074,0.4215675294399261,0.4583123624324798,0.4235297739505768,0.2895841002464294,0.3965020179748535,1.77118718624115,4.925678253173828,0.5794214606285095,1.0127232074737549,1.5246822834014893,1.962718486785889,0.4498671293258667,0.8122981190681458,0.9893401861190796,0.608905017375946,0.5701435208320618,1.1792906522750854,1.1737233400344849,15.74781608581543
17,1024,0.0001,128,ICEH,401665.0,745985,0.20727542,9.040194,13.940424,4.377716064453125,4.694252014160156,1.076948165893555,1.0348446369171145,0.9658424854278564,0.1326084733009338,0.5260205268859863,9.281767845153809,6.905062198638916,0.1427013128995895,0.3346307873725891,1.109277844429016,7.5865068435668945,7.69338321685791,0.3879936337471008,0.1505541503429412,0.6106773614883423,0.242469236254692,2.563194274902344,0.663651704788208,0.2836372256278991
18,1024,0.0001,128,MCN,365184.0,696449,0.35274658,8.10322,19.837166,2.1082653999328613,4.594709873199463,2.9508872032165527,3.685003280639648,4.5240583419799805,0.2949534058570862,0.3885031342506408,12.429415702819824,9.002476692199707,0.6093995571136475,0.8630644083023071,1.4662115573883057,3.108659029006958,0.3705269396305084,0.9794232845306396,1.5097262859344482,6.096547603607178,3.1204094886779785,0.7158516645431519,3.27917742729187,23.91840171813965
19,1024,0.0001,128,SCARF,712832.0,696449,0.33954662,10.329078,23.25151,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0001,128,SUBTAB,499840.0,696449,0.27312502,8.005632,21.152264,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0002,32,CLIP,23521.0,45089,0.35967514,9.505756,49.293613,0.9776046276092528,9.193224906921388,4.276646614074707,4.4200286865234375,4.116992950439453,0.3321458101272583,0.368808388710022,10.804279327392578,9.541478157043455,0.3946639895439148,1.2246015071868896,0.2323945164680481,1.296919345855713,0.4687651991844177,0.5903916954994202,0.2785058617591858,4.66974401473999,1.7965445518493652,22.279266357421875,3.558534860610962,7.494180679321289
22,1024,0.0002,32,CONTROL,,45089,,,96.76064,,,,,,,,,,,,,,,,,,,,,
23,1024,0.0002,32,GMC,1069088.0,394337,0.35631073,28.895123,13.320998,1.348613142967224,2.730320453643799,0.4023916125297546,0.4411987364292145,0.3928042650222778,0.2476886659860611,0.3714189529418945,1.675346851348877,1.0063570737838743,0.4938773214817047,0.8571311235427856,1.1687407493591309,1.6754289865493774,0.4827596545219421,0.8271529078483582,1.0995792150497437,0.5699681043624878,0.5043424367904663,1.1814026832580566,1.1921271085739136,7.580723762512207
24,1024,0.0002,32,ICEH,389281.0,410849,0.21432863,9.440911,13.607441,0.3816363215446472,8.637410163879395,0.6629117727279663,0.1799153089523315,0.413813978433609,0.1183081567287445,0.9887703657150269,11.759129524230955,6.366215705871582,0.1037529855966568,0.1006311178207397,0.2414923012256622,4.207935333251953,7.796497344970703,0.1405293345451355,0.3483576476573944,0.2251155227422714,0.2290097624063491,3.979062795639038,0.7061082720756531,38.47371292114258
25,1024,0.0002,32,MCN,26784.0,45089,0.40814048,8.594823,65.25987,7.026825904846191,7.61897611618042,2.815881729125977,4.753780364990234,5.524572372436523,1.2931588888168335,1.3380168676376345,13.76881217956543,9.128302574157717,1.193511128425598,2.303587913513184,2.8254590034484863,4.236806392669678,3.0662384033203125,2.055497646331787,2.969031572341919,6.79541015625,3.952335357666016,2.123719930648804,4.418344020843506,21.091211318969727
26,1024,0.0002,32,SCARF,46112.0,45089,0.3285089,9.678097,99.63086,,,,,,,,,,,,,,,,,,,,,
27,1024,0.0002,32,SUBTAB,32800.0,45089,0.342453,10.141463,49.630318,,,,,,,,,,,,,,,,,,,,,
28,1024,0.0002,64,CLIP,90049.0,176193,0.43706816,8.669184,23.305347,0.792962372303009,2.517574548721313,2.010192632675171,0.5189948081970215,0.4234396517276764,0.0335281305015087,0.5733071565628052,12.528368949890137,9.127711296081545,0.1089568734169006,0.2354455292224884,0.4618796408176422,0.9773048758506776,0.5139876008033752,0.0730894207954406,0.1656096130609512,0.1003896221518516,0.276887983083725,0.2644211053848266,3.671699285507202,10.24616527557373
29,1024,0.0002,64,CONTROL,,176193,,,18.3676,,,,,,,,,,,,,,,,,,,,,
30,1024,0.0002,64,GMC,1073216.0,463041,0.37666634,15.260841,12.501724,1.2935833930969238,2.638856649398804,0.4093310236930847,0.4428306818008423,0.4065479636192322,0.2657621502876282,0.3751603960990906,1.688032627105713,1.0188450813293457,0.5162361860275269,0.8249967098236084,1.1423097848892212,1.5086838006973269,0.5012195706367493,0.7682080268859863,0.9743272066116332,0.5620536804199219,0.5402746796607971,1.183988094329834,1.1720134019851685,11.78570556640625
31,1024,0.0002,64,ICEH,393409.0,479553,0.18483232,9.997942,12.763505,3.358259677886963,8.111328125,1.0786858797073364,0.4417811036109924,0.6649717688560486,0.0561268962919712,0.8575546741485596,8.877656936645508,8.169139862060547,0.6493155360221863,0.1631106734275818,0.2447804361581802,4.8194684982299805,4.797956466674805,0.1342950165271759,0.3047952353954315,0.5946248769760132,0.6758556365966797,1.1928033828735352,1.809839367866516,29.57002258300781
32,1024,0.0002,64,MCN,96576.0,176193,0.3800649,7.8337927,23.38279,5.918803691864014,5.197930335998535,2.904897928237915,5.016727924346924,5.064449787139893,0.5375241637229919,0.9108980298042296,13.336671829223633,9.090716361999512,0.5482938289642334,1.4640640020370483,1.0668349266052246,3.131171941757202,0.4114562273025512,1.5462501049041748,2.0622382164001465,6.170996189117432,4.746367454528809,0.8123205900192261,3.85950231552124,24.220796585083008
33,1024,0.0002,64,SCARF,180288.0,176193,0.39982307,10.755744,17.13842,,,,,,,,,,,,,,,,,,,,,
34,1024,0.0002,64,SUBTAB,127040.0,176193,0.28832743,7.6331506,21.38744,,,,,,,,,,,,,,,,,,,,,
35,1024,0.0002,128,CLIP,352129.0,696449,0.34824342,8.682612,11.672297,0.5479958057403564,1.269225835800171,1.1127111911773682,0.1538405120372772,0.1271740198135376,0.0302058942615985,0.2321243286132812,7.070987224578857,7.788054943084717,0.0637135356664657,0.0401773601770401,0.094489499926567,0.4299618005752563,5.052008628845215,0.0534052401781082,0.0902632400393486,0.1144301444292068,0.1937611699104309,0.3124471604824066,1.0991846323013306,2.7038323879241943
36,1024,0.0002,128,CONTROL,,696449,,,12.215767,,,,,,,,,,,,,,,,,,,,,
37,1024,0.0002,128,GMC,1081472.0,729473,0.3939085,13.250915,11.058229,1.3066831827163696,2.560473918914795,0.4097679257392883,0.4404470920562744,0.4013396799564361,0.2806170284748077,0.3804468810558319,1.6909157037734983,1.036997675895691,0.4675924777984619,0.7846565842628479,1.101768136024475,1.6621742248535156,0.457049697637558,0.7742334008216858,0.9582746028900146,0.5697057247161865,0.5652867555618286,1.181113362312317,1.2314538955688477,18.17733383178711
38,1024,0.0002,128,ICEH,401665.0,745985,0.19513151,9.7447405,14.004031,3.740757703781128,5.539557933807373,0.9371622800827026,0.3941511213779449,0.3476195037364959,0.1027116551995277,0.7319446206092834,10.010215759277344,7.143909454345703,0.1973278075456619,0.1187691316008567,0.1032937988638877,10.406412124633787,5.446086406707764,0.2792586982250213,0.2921609878540039,0.2321145832538604,0.2709372043609619,2.039778232574463,0.9203894138336182,0.1668011993169784
39,1024,0.0002,128,MCN,365184.0,696449,0.30745104,8.350848,12.7862015,1.936489462852478,4.995568752288818,2.0170681476593018,2.9708824157714844,1.8383080959320068,0.2293838709592819,0.5938716530799866,12.422934532165527,7.569063186645508,0.2915118932723999,0.7805132865905762,0.715451180934906,2.053760290145874,0.4599210023880005,0.960551619529724,0.9527725577354432,4.691995143890381,4.311595916748047,0.645481526851654,2.983079195022583,23.74591827392578
40,1024,0.0002,128,SCARF,712832.0,696449,0.34370935,10.218324,12.534679,,,,,,,,,,,,,,,,,,,,,
41,1024,0.0002,128,SUBTAB,499840.0,696449,0.31766066,8.753327,12.885712,,,,,,,,,,,,,,,,,,,,,
42,1024,0.0003,32,CLIP,23521.0,45089,0.40957654,8.592481,33.006805,1.01921284198761,1.29058575630188,3.001312494277954,3.988024711608887,2.732912540435791,0.087946280837059,0.6062042713165283,10.810206413269045,10.110865592956545,0.1067689657211303,0.1347375512123108,0.654085636138916,0.9090861082077026,0.3464285135269165,0.1465404033660888,0.3102259039878845,4.063988208770752,0.2887828052043915,0.8010618090629578,2.0912086963653564,117.42401885986328
43,1024,0.0003,32,CONTROL,,45089,,,20.670862,,,,,,,,,,,,,,,,,,,,,
44,1024,0.0003,32,GMC,1069088.0,394337,0.3612482,19.619207,12.552458,1.33664071559906,2.733715534210205,0.4046278893947601,0.4332347214221954,0.3934578597545624,0.28122279047966,0.3777904510498047,1.657802939414978,1.0451399087905884,0.5057113170623779,0.8744261264801025,1.1821199655532837,1.6268037557601929,0.5184627771377563,0.7813745737075806,1.0360344648361206,0.5683847665786743,0.5170887112617493,1.170284628868103,1.1616703271865845,8.741230964660645
45,1024,0.0003,32,ICEH,389281.0,410849,0.20817298,9.800982,11.57309,7.09076452255249,5.873989105224609,0.954179584980011,0.3838065266609192,0.5071703195571899,0.0375041104853153,0.8049529194831848,7.332605838775635,6.393618583679199,0.1555679738521576,1.52856707572937,1.8161221742630005,4.963587284088135,11.506102561950684,0.4057668149471283,1.1521536111831665,0.2350077033042907,0.2136115133762359,0.7388913035392761,1.3892964124679563,33.54712677001953
46,1024,0.0003,32,MCN,26784.0,45089,0.39153224,8.876524,29.287548,5.156238079071045,5.993529796600342,2.872976303100586,5.064934253692627,5.256986141204834,0.833687961101532,1.462380290031433,13.915504455566406,9.226792335510254,1.0365736484527588,2.240077257156372,2.5814483165740967,4.47351598739624,0.3862329125404358,3.205544948577881,3.507082939147949,5.928967475891113,3.721823692321777,3.219515800476074,4.36716365814209,40.00246810913086
47,1024,0.0003,32,SCARF,46112.0,45089,0.3509906,10.335206,35.257435,,,,,,,,,,,,,,,,,,,,,
48,1024,0.0003,32,SUBTAB,32800.0,45089,0.31336665,9.553669,31.59291,,,,,,,,,,,,,,,,,,,,,
49,1024,0.0003,64,CLIP,90049.0,176193,0.3793167,8.650482,17.091766,1.4769023656845093,1.7777495384216309,1.2094653844833374,0.1506338417530059,0.1614688336849212,0.0422992743551731,0.6145756244659424,11.5548677444458,8.109997749328613,0.0545005835592746,0.13253054022789,0.0665210336446762,0.7856163382530212,5.080389976501465,0.0803602188825607,0.0707339867949485,0.1111594811081886,0.1391358971595764,0.3420804738998413,2.899542093276977,5.685498237609863
50,1024,0.0003,64,CONTROL,,176193,,,12.775869,,,,,,,,,,,,,,,,,,,,,
51,1024,0.0003,64,GMC,1073216.0,463041,0.3828485,15.373704,10.852859,1.3039982318878174,2.4918859004974365,0.4038060307502746,0.4460732042789459,0.400130033493042,0.2793141305446625,0.3811640441417694,1.6634947061538696,1.0254454612731934,0.519374668598175,0.8321454524993896,1.155669093132019,1.7498091459274292,0.5590965747833252,0.7588730454444885,0.9612042903900146,0.5696046948432922,0.5358161926269531,1.1730185747146606,1.1648541688919067,10.196699142456056
52,1024,0.0003,64,ICEH,393409.0,479553,0.20942725,9.401677,10.507525,7.172348976135254,7.0531907081604,0.5700741410255432,0.4154285788536072,0.3144170641899109,0.0385972708463668,0.6259933710098267,6.373131275177002,6.129001617431641,0.1069872379302978,0.1117169484496116,1.0246448516845703,6.767709255218506,6.141251564025879,0.4738448858261108,0.1330998241901397,0.3362826704978943,0.2267377376556396,1.6758757829666138,1.8029990196228027,34.172691345214844
53,1024,0.0003,64,MCN,96576.0,176193,0.3361981,8.505415,14.449405,1.8023736476898196,3.2287020683288574,2.6385498046875,3.7468106746673584,1.9539661407470703,0.3464336097240448,0.7331094741821289,10.561063766479492,8.921854972839355,0.4170628190040588,0.9264092445373536,1.2366520166397097,2.972659111022949,0.3861558139324188,1.0342615842819214,1.5339335203170776,6.571486949920654,4.278010368347168,0.8065711259841919,3.194967031478882,39.16305160522461
54,1024,0.0003,64,SCARF,180288.0,176193,0.35904637,10.427115,14.38182,,,,,,,,,,,,,,,,,,,,,
55,1024,0.0003,64,SUBTAB,127040.0,176193,0.5714601,8.458156,14.656043,,,,,,,,,,,,,,,,,,,,,
56,1024,0.0003,128,CLIP,352129.0,696449,0.36817515,8.480414,11.112107,1.0892465114593506,0.6587626338005066,0.4432458281517029,0.1454698890447616,0.1092896983027458,0.0329103730618953,0.1809126138687133,6.037316799163818,6.146115779876709,0.089892990887165,0.0341372564435005,0.0766915455460548,0.6087690591812134,5.438775539398193,0.0537351220846176,0.075987622141838,0.1083783432841301,0.1633403748273849,0.3139838874340057,1.4128966331481934,0.6738875508308411
57,1024,0.0003,128,CONTROL,,696449,,,11.244551,,,,,,,,,,,,,,,,,,,,,
58,1024,0.0003,128,GMC,1081472.0,729473,0.38755092,11.77937,10.340287,1.3315494060516355,2.5390725135803223,0.4072442054748535,0.4487257003784179,0.403801679611206,0.2783436775207519,0.3823761641979217,1.6754629611968994,1.0344188213348389,0.4867414534091949,0.8032764196395874,1.144806981086731,1.6438924074172974,0.5323848128318787,0.7777572870254517,0.9747607111930848,0.5694615244865417,0.5349982976913452,1.174721360206604,1.18170964717865,9.087416648864746
59,1024,0.0003,128,ICEH,401665.0,745985,0.19758573,9.161572,12.043337,0.8255154490470886,3.871177911758423,0.8938484191894531,0.5566827654838562,0.5625059008598328,0.0516472645103931,0.7092865705490112,8.225187301635742,5.834262847900391,0.1771212071180343,0.1267823576927185,0.6210092306137085,13.040851593017578,8.572616577148438,1.030946969985962,0.165741741657257,0.2522092759609222,0.2560443878173828,3.2305166721343994,1.2314949035644531,32.608665466308594
60,1024,0.0003,128,MCN,365184.0,696449,0.31870836,8.269,10.96114,2.701828718185425,3.161693811416626,1.8313217163085935,1.5485482215881348,1.0167419910430908,0.3279822766780853,0.5986894369125366,6.987563133239746,5.829651355743408,0.2485455721616745,0.3450029790401459,0.4776157140731811,1.4489129781723022,1.2799526453018188,0.6470028758049011,0.6398480534553528,2.4010958671569824,2.477954149246216,0.6206132769584656,2.5775580406188965,32.227882385253906
61,1024,0.0003,128,SCARF,712832.0,696449,0.42064008,10.820191,11.801268,,,,,,,,,,,,,,,,,,,,,
62,1024,0.0003,128,SUBTAB,499840.0,696449,0.34546173,9.503779,11.450631,,,,,,,,,,,,,,,,,,,,,
63,1024,0.0005,32,CLIP,23521.0,45089,0.38452044,9.136659,13.8935,0.543302595615387,0.6050752401351929,2.830786228179932,1.9107697010040283,0.5556027889251709,0.049493882805109,0.4373883605003357,10.185684204101562,7.3029632568359375,0.220309630036354,0.1153438538312912,0.2592456936836242,1.2240763902664185,1.8742561340332031,0.0608038827776908,0.0826862230896949,0.1106699705123901,0.1427589207887649,0.370961993932724,0.9860394597053528,53.002201080322266
64,1024,0.0005,32,CONTROL,,45089,,,15.782498,,,,,,,,,,,,,,,,,,,,,
65,1024,0.0005,32,GMC,1069088.0,394337,0.35616192,25.67134,10.234898,1.3186248540878296,2.5208091735839844,0.4051227867603302,0.4395882189273834,0.402808129787445,0.2645314931869507,0.3780417740345001,1.657749056816101,1.0413731336593628,0.5241153240203857,0.8354284763336182,1.1180787086486816,1.5879470109939575,0.5283403992652893,0.788568913936615,1.0141355991363523,0.5527804493904114,0.5438867807388306,1.1622202396392822,1.1438744068145752,7.791172981262207
66,1024,0.0005,32,ICEH,389281.0,410849,0.2024982,9.145257,11.964996,0.6806369423866272,3.1988492012023926,0.8795595765113831,0.6110995411872864,0.498490571975708,0.0426489189267158,0.8665229678153992,3.13309645652771,6.348577499389648,0.0811561793088913,0.0488881431519985,1.1158673763275146,1.469560146331787,5.871617317199707,0.3684573173522949,1.7626302242279053,0.186746209859848,0.2091144621372223,0.7131288051605225,0.8148135542869568,11.20196533203125
67,1024,0.0005,32,MCN,26784.0,45089,0.37810767,8.450046,21.515911,5.805944442749023,2.4156641960144043,2.643745183944702,4.8351030349731445,4.8145751953125,0.3646770119667053,1.3405258655548096,12.939085960388184,9.131031036376951,0.6905018091201782,2.3148505687713623,2.7811195850372314,3.4628076553344727,5.297224044799805,1.735667109489441,2.417948007583618,3.0840322971343994,4.345913887023926,0.8069655299186707,4.1077423095703125,35.37212371826172
68,1024,0.0005,32,SCARF,46112.0,45089,0.32488185,9.56139,18.143183,,,,,,,,,,,,,,,,,,,,,
69,1024,0.0005,32,SUBTAB,32800.0,45089,0.32220453,9.048085,16.385885,,,,,,,,,,,,,,,,,,,,,
70,1024,0.0005,64,CLIP,90049.0,176193,0.37552014,8.693056,13.239508,0.7166863679885864,0.7946856021881104,0.3272136449813843,0.1331058591604232,0.1162552312016487,0.0325800441205501,0.2304837852716446,5.121154308319092,8.790543556213379,0.0481768622994422,0.0427364818751812,0.0969552025198936,0.8008912801742554,1.136174201965332,0.0718059465289115,0.0864035263657569,0.098949521780014,0.2018110007047653,0.4428712129592895,0.7284121513366699,14.558708190917969
71,1024,0.0005,64,CONTROL,,176193,,,12.509849,,,,,,,,,,,,,,,,,,,,,
72,1024,0.0005,64,GMC,1073216.0,463041,0.36436445,14.372425,10.035148,1.3342465162277222,2.590664386749268,0.4061934053897857,0.4367765188217163,0.4016034007072449,0.2698604166507721,0.3879629671573639,1.7137953042984009,1.1070868968963623,0.4950651526451111,0.8751987814903259,1.192670822143555,1.668578028678894,0.5225183963775635,0.7961084246635437,1.021809697151184,0.5574172735214233,0.5272055268287659,1.194616198539734,1.1412274837493896,9.071981430053713
73,1024,0.0005,64,ICEH,393409.0,479553,0.20920765,9.674877,11.8122425,1.9903281927108765,3.455429553985596,0.967335045337677,0.4718547165393829,0.5060284733772278,0.0300224814563989,0.939796507358551,5.180481910705566,8.736221313476562,0.0667744576930999,0.1220369860529899,0.0845985412597656,1.923999309539795,3.200777292251587,0.5007165670394897,0.1659981906414032,0.217591255903244,0.2345840632915496,1.4190242290496826,0.6555328965187073,0.8578220009803772
74,1024,0.0005,64,MCN,96576.0,176193,0.35436085,8.339038,11.33399,1.5089175701141355,5.585242748260498,1.965704202651977,2.611804246902466,3.681160926818848,0.2211623936891555,0.8420683145523071,12.584367752075195,7.143636703491211,0.2499973624944687,0.5542009472846985,0.6679368019104004,1.4715673923492432,0.3704310655593872,0.9711668491363524,1.3870995044708252,1.529163837432861,2.825806140899658,0.9017889499664308,2.551785469055176,28.71695327758789
