,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:
115,1024,0.001,64,ICEH,208961.0,250114,0.644773,0.8028720364110047,0.8544978628420514,259.3217163085937,73.80349731445312,0.1053240969777107,0.0052062487229704,0.0021112659014761,13493.169921875,4763.2353515625,2465.580322265625,1026.5775146484375,17087.626953125
116,1024,0.001,64,MCN,49408.0,84034,0.43096814,0.7715709954262808,0.8095158828931287,2078.299072265625,446.2884216308594,1.0263506174087524,0.1097798198461532,0.0475556142628192,3780.603515625,2872.54736328125,588.0728759765625,984.728515625,34694.09375
117,1024,0.001,64,SCARF,88064.0,84034,0.553839,0.7542268359114035,0.823861541658381,,,,,,,,,,
118,1024,0.001,64,SUBTAB,59392.0,84034,0.37022755,0.7693221198640621,0.8283280118510045,,,,,,,,,,
119,1024,0.001,128,CLIP,167681.0,331906,0.3779726,0.7789957480276255,0.8394919529802908,818.8123168945312,85.6629867553711,0.0436222404241561,0.0011035621864721,0.0008170467917807,28637.666015625,6778.02783203125,1670.50341796875,1468.698974609375,24120.103515625
120,1024,0.001,128,CONTROL,,331906,,,0.8401968911222482,,,,,,,,,,
121,1024,0.001,128,GMC,532352.0,364930,0.65957886,0.7488856168041166,0.8499643620812545,649.6442260742188,125.18543243408205,0.0514414720237255,0.0059437281452119,0.0027025572489947,4821.71728515625,4607.84228515625,980.050537109375,855.4694213867188,6736.240234375
122,1024,0.001,128,ICEH,217217.0,381442,0.6625372,0.7954562212187498,0.850745268200475,303.53875732421875,49.46929931640625,0.1492227911949157,0.0055374503135681,0.0023928144946694,12949.126953125,4033.185791015625,1860.199462890625,909.8031616210938,30182.560546875
123,1024,0.001,128,MCN,180736.0,331906,0.5433421,0.7834577495157041,0.835797451497798,787.507080078125,255.2209625244141,0.6048176884651184,0.0471804551780223,0.0206798575818538,3535.717041015625,3465.74755859375,2469.98681640625,1186.33544921875,10183.4970703125
124,1024,0.001,128,SCARF,348160.0,331906,0.62393546,0.7445442703387501,0.8074055371718016,,,,,,,,,,
125,1024,0.001,128,SUBTAB,233472.0,331906,0.40186998,0.7751984663406002,0.8082445364501059,,,,,,,,,,
126,1024,0.002,32,CLIP,11201.0,21538,0.3862437,0.7826947182146632,0.8156514142332708,425.3876037597656,134.24411010742188,0.049047764390707,0.0012047025375068,0.0007306158659048,25975.76171875,4614.37255859375,1040.751953125,1049.55517578125,21818.98828125
127,1024,0.002,32,CONTROL,,21538,,,0.8238570729538361,,,,,,,,,,
128,1024,0.002,32,GMC,519968.0,198658,0.58923167,0.7669213083473168,0.8394338598212071,481.733642578125,139.87054443359375,0.0507416315376758,0.0049841720610857,0.0023566605523228,4606.0439453125,4903.08984375,857.8560791015625,803.593994140625,9305.103515625
129,1024,0.002,32,ICEH,204833.0,215170,0.61432576,0.7933011884519736,0.8492057994847584,168.34716796875,39.6270637512207,0.1205340847373008,0.0060433759354054,0.0023058636579662,4430.859375,3805.509521484375,1557.0716552734375,930.3033447265624,8847.5166015625
130,1024,0.002,32,MCN,14464.0,21538,0.5336187,0.7618839611490826,0.7841224693167574,2203.36181640625,307.5882263183594,0.3042058050632477,0.0812409967184066,0.0262013431638479,4265.080078125,5999.9482421875,577.8141479492188,1771.0491943359375,23515.716796875
131,1024,0.002,32,SCARF,22528.0,21538,0.6988777,0.7489034916222961,0.8021268799281432,,,,,,,,,,
132,1024,0.002,32,SUBTAB,15360.0,21538,0.38884804,0.7745426839486367,0.8282788561010106,,,,,,,,,,
133,1024,0.002,64,CLIP,42881.0,84034,0.40897176,0.7655382442906713,0.8507229246777506,919.2842407226562,184.743408203125,0.0401693172752857,0.0011923126876354,0.0006347966846078,23495.08203125,5061.19677734375,834.1967163085938,1230.1683349609375,20832.736328125
134,1024,0.002,64,CONTROL,,84034,,,0.7873980297481662,,,,,,,,,,
135,1024,0.002,64,GMC,524096.0,233602,0.7205188,0.7632089320466444,0.8476797368826764,543.974853515625,183.4871063232422,0.0537135265767574,0.0051760044880211,0.0024047163315117,5293.10498046875,3723.429931640625,777.4048461914062,814.4872436523438,14130.80859375
136,1024,0.002,64,ICEH,208961.0,250114,0.6426346,0.79845025326383,0.8485589545018847,282.5797119140625,56.60433197021485,0.0627516731619834,0.0041382107883691,0.0019655211362987,9798.990234375,3928.372314453125,1611.3914794921875,899.3827514648438,16115.671875
137,1024,0.002,64,MCN,49408.0,84034,0.43071443,0.7871969380436459,0.838086545400921,690.0294799804688,271.0406188964844,1.3311233520507812,0.0762869864702224,0.028406286612153,4185.20166015625,3144.176513671875,545.3068237304688,1278.666015625,9958.0830078125
138,1024,0.002,64,SCARF,88064.0,84034,0.584744,0.7594071816550741,0.8058124440015462,,,,,,,,,,
139,1024,0.002,64,SUBTAB,59392.0,84034,0.36925787,0.770763277079791,0.8186677898010756,,,,,,,,,,
140,1024,0.002,128,CLIP,167681.0,331906,0.38349026,0.7810882189307731,0.8432624224400468,628.6218872070312,111.1757583618164,0.0382738523185253,0.0011046943254768,0.0006952252588234,17941.111328125,5745.25634765625,1959.228271484375,1284.9251708984375,20959.044921875
141,1024,0.002,128,CONTROL,,331906,,,0.8254054790786425,,,,,,,,,,
142,1024,0.002,128,GMC,532352.0,364930,0.6949437,0.7781031242947826,0.8551670513476496,499.3808288574219,131.42929077148438,0.0501518920063972,0.0048014190979301,0.0023695109412074,4599.38623046875,4222.30712890625,939.7948608398438,873.6980590820312,5385.953125
143,1024,0.002,128,ICEH,217217.0,381442,0.61575234,0.7970225021617359,0.8313935431688031,231.51483154296875,41.56742858886719,0.0799208506941795,0.0037802746519446,0.0015296968631446,11569.046875,3773.58251953125,2408.46435546875,2970.54296875,25295.90234375
144,1024,0.002,128,MCN,180736.0,331906,0.47583798,0.7856842815551985,0.832834700384532,484.5325317382813,124.3083724975586,0.1441405713558197,0.0173364896327257,0.003821023274213,16606.3203125,6762.2685546875,4453.818359375,1325.661865234375,20320.236328125
145,1024,0.002,128,SCARF,348160.0,331906,0.6358735,0.757211930547394,0.7729808717101956,,,,,,,,,,
146,1024,0.002,128,SUBTAB,233472.0,331906,0.4731439,0.7760821526643533,0.8104531936714205,,,,,,,,,,
147,1024,0.003,32,CLIP,11201.0,21538,0.42760867,0.789343033401332,0.8342222331457222,946.0386962890624,105.68064880371094,0.0495208539068698,0.0011884727282449,0.000660907709971,26252.529296875,4399.45751953125,1922.2581787109373,1563.803466796875,23397.421875
148,1024,0.003,32,CONTROL,,21538,,,0.8037333792120334,,,,,,,,,,
149,1024,0.003,32,GMC,519968.0,198658,0.7134557,0.766140402228096,0.8425977026389935,455.8365783691406,152.45394897460938,0.0522750318050384,0.0049824616871774,0.0022741558495908,4516.18017578125,4578.3837890625,1062.466796875,839.0238647460938,5116.478515625
150,1024,0.003,32,ICEH,204833.0,215170,0.67507625,0.7835515923111469,0.8462698605987617,134.56214904785156,61.003814697265625,0.0899274051189422,0.0044667734764516,0.0021664565429091,5111.232421875,2965.181640625,1391.4552001953125,627.9286499023438,11661.68359375
151,1024,0.003,32,MCN,14464.0,21538,0.5380703,0.7774428731982742,0.8127020692336395,1491.3226318359375,457.7381591796875,3.082496166229248,0.1523807346820831,0.0470770299434661,3793.190673828125,4476.67822265625,821.4002075195312,1740.6246337890625,7980.13671875
152,1024,0.003,32,SCARF,22528.0,21538,0.6342108,0.7438616757195173,0.7668855587109575,,,,,,,,,,
153,1024,0.003,32,SUBTAB,15360.0,21538,0.48411343,0.775211872454235,0.812635038665466,,,,,,,,,,
154,1024,0.003,64,CLIP,42881.0,84034,0.38485193,0.7700091831878397,0.8380329209463823,729.095947265625,59.28837966918945,0.0336041711270809,0.0011015495983883,0.000662247010041,14559.2548828125,5113.97119140625,1023.5548095703124,1421.763427734375,18347.013671875
155,1024,0.003,64,CONTROL,,84034,,,0.8223667599881133,,,,,,,,,,
156,1024,0.003,64,GMC,524096.0,233602,0.63546956,0.7623520579501606,0.848415955956448,552.9764404296875,127.72999572753906,0.0500904247164726,0.0048129726201295,0.0022843203041702,4503.9599609375,4578.8408203125,1051.18603515625,805.7260131835938,6994.810546875
157,1024,0.003,64,ICEH,208961.0,250114,0.6455265,0.787143313589107,0.8365426079806595,117.51392364501952,46.62337112426758,0.0590816177427768,0.0028138626366853,0.0012388974428176,10494.5625,4242.65625,1626.94580078125,1962.1265869140625,11894.259765625
158,1024,0.003,64,MCN,49408.0,84034,0.44295287,0.7842207808167452,0.8224114470335622,1110.3927001953125,260.15869140625,0.2752977609634399,0.0182904656976461,0.003958947956562,10752.4853515625,5277.689453125,3392.779052734375,1387.7354736328125,24034.970703125
159,1024,0.003,64,SCARF,88064.0,84034,0.5976338,0.7445129894069359,0.8335709194583036,,,,,,,,,,
160,1024,0.003,64,SUBTAB,59392.0,84034,0.3340781,0.7699644961423908,0.8021313486326882,,,,,,,,,,
161,1024,0.003,128,CLIP,167681.0,331906,0.3516421,0.7774786228346333,0.8239062287038299,858.9448852539062,81.6319808959961,0.0334700681269168,0.0012001891154795,0.0007190459873527,16938.986328125,4918.10498046875,1162.16455078125,1503.4959716796875,20814.328125
162,1024,0.003,128,CONTROL,,331906,,,0.7941044380939187,,,,,,,,,,
163,1024,0.003,128,GMC,532352.0,364930,0.6966229,0.7691701839095355,0.8290463561065965,497.7906494140625,140.0819091796875,0.0477999672293663,0.004813331644982,0.0023697533179074,5839.00634765625,3437.632568359375,807.1234130859375,791.073974609375,22343.896484375
164,1024,0.003,128,ICEH,217217.0,381442,0.68652123,0.7819272182090773,0.8440299224456327,173.35519409179688,82.08423614501953,0.078433908522129,0.0215886645019054,0.0081694526597857,4307.13525390625,2854.189453125,2039.024658203125,1763.494873046875,8913.654296875
165,1024,0.003,128,MCN,180736.0,331906,0.41827238,0.7909718762079467,0.8178556027500408,758.9183349609375,202.15077209472656,0.1841478198766708,0.0124316345900297,0.0029399935156106,13054.7099609375,6523.38232421875,2549.472412109375,1079.262939453125,22063.3515625
166,1024,0.003,128,SCARF,348160.0,331906,0.6159489,0.7347499871524744,0.8013861921498268,,,,,,,,,,
167,1024,0.003,128,SUBTAB,233472.0,331906,0.5184154,0.7812088739534853,0.7811418433853119,,,,,,,,,,
168,1024,0.005,32,CLIP,11201.0,21538,0.41725156,0.763262556501183,0.8350076079694877,1623.0164794921875,74.33303833007812,0.0342322960495948,0.0011875112541019,0.0006903775501996,16065.9853515625,4881.85888671875,1452.6795654296875,1396.714599609375,15077.9013671875
169,1024,0.005,32,CONTROL,,21538,,,0.805223692177756,,,,,,,,,,
170,1024,0.005,32,GMC,519968.0,198658,0.624372,0.7675815594438251,0.8492996422802012,580.236083984375,136.35220336914062,0.0506639033555984,0.0046737287193536,0.0022959439083933,5028.7548828125,4685.18701171875,661.667724609375,802.800537109375,5373.8203125
171,1024,0.005,32,ICEH,204833.0,215170,0.70158213,0.810350413466888,0.8469837361498088,113.09652709960938,71.1868667602539,0.1855986714363098,0.0029920288361608,0.0011369090061634,3557.18310546875,2014.03759765625,1171.4697265625,631.16552734375,5484.63037109375
172,1024,0.005,32,MCN,14464.0,21538,0.49098974,0.7818691250499936,0.8350433576058469,1871.625,223.25587463378903,0.7444572448730469,0.0646114498376846,0.014273727312684,16174.1181640625,6648.2080078125,2691.611572265625,1766.5499267578125,26653.375
173,1024,0.005,32,SCARF,22528.0,21538,0.6872249,0.7520092412809989,0.7775054350619027,,,,,,,,,,
174,1024,0.005,32,SUBTAB,15360.0,21538,0.44022846,0.7789912793230807,0.7873265304754478,,,,,,,,,,
175,1024,0.005,64,CLIP,42881.0,84034,0.41187003,0.7825159700328673,0.8275739179590532,901.7059936523438,68.4831314086914,0.0511810891330242,0.001197439385578,0.0006128487875685,19213.85546875,5370.50390625,1253.098388671875,1289.3154296875,20006.859375
176,1024,0.005,64,CONTROL,,84034,,,0.8111000386542944,,,,,,,,,,
177,1024,0.005,64,GMC,524096.0,233602,0.6824724,0.7527007733093215,0.8291446676065841,671.563232421875,111.58534240722656,0.051124420017004,0.0046282545663416,0.002182587981224,4461.8427734375,3714.5126953125,1041.6754150390625,815.1118774414062,9216.2099609375
178,1024,0.005,64,ICEH,208961.0,250114,0.695888,0.7984055662183811,0.844775078928494,127.84835052490234,42.45089340209961,0.0501138307154178,0.0026412208098918,0.0009975436842069,6809.0126953125,3330.981201171875,1242.9775390625,1075.0611572265625,19268.9609375
179,1024,0.005,64,MCN,49408.0,84034,0.4530544,0.7969331280708378,0.838086545400921,3884.87548828125,306.6473388671875,0.2077299058437347,0.0122194979339838,0.0023061914835125,29787.08984375,5911.24853515625,4619.3271484375,1311.19189453125,27061.009765625
180,1024,0.005,64,SCARF,88064.0,84034,0.6424699,0.7446291757251031,0.8193146347839493,,,,,,,,,,
181,1024,0.005,64,SUBTAB,59392.0,84034,0.4046513,0.7796694052377686,0.7948361884631454,,,,,,,,,,
182,1024,0.005,128,CLIP,167681.0,331906,0.39421877,0.7827125930328427,0.8261148859251447,849.1190185546875,93.13114166259766,0.0367979556322097,0.0011313469149172,0.0006973367417231,15273.7353515625,5169.517578125,1281.828369140625,1344.45361328125,21700.375
183,1024,0.005,128,CONTROL,,331906,,,0.7962684082697846,,,,,,,,,,
184,1024,0.005,128,GMC,532352.0,364930,0.65285367,0.7579168686893514,0.8291044492656802,700.7805786132812,134.02072143554688,0.0491185933351516,0.0050446111708879,0.0024885504972189,4978.27490234375,3903.9140625,779.13330078125,753.2627563476562,8766.974609375
185,1024,0.005,128,ICEH,217217.0,381442,0.63174653,0.7415993940436637,0.8276811668681308,5869.79052734375,441.1283264160156,0.2771130800247192,0.0225489828735589,0.0099217128008604,17861.625,5092.6435546875,843.64453125,1706.5751953125,48480.45703125
186,1024,0.005,128,MCN,180736.0,331906,0.43190274,0.7924309082418552,0.7848989067314331,916.0488891601562,137.85015869140625,0.2000053226947784,0.0121401688084006,0.002703889273107,9745.439453125,6238.24462890625,2530.314697265625,1017.7593383789062,25314.048828125
187,1024,0.005,128,SCARF,348160.0,331906,0.60133827,0.7616381823991134,0.7798302786013849,,,,,,,,,,
188,1024,0.005,128,SUBTAB,233472.0,331906,0.4858057,0.7820523419363343,0.8284039798282676,,,,,,,,,,
189,1024,0.007,32,CLIP,11201.0,21538,0.47206733,0.7715084335626523,0.8185918218238124,706.2760620117188,39.260250091552734,0.0518712438642978,0.0012256649788469,0.000708888634108,15959.2294921875,4186.03955078125,804.8367919921875,1257.1116943359375,16528.599609375
190,1024,0.007,32,CONTROL,,21538,,,0.8245530736867036,,,,,,,,,,
191,1024,0.007,32,GMC,519968.0,198658,0.64893806,0.6549244006908617,0.8014040669680063,17661.818359375,6705.48388671875,2.300837755203247,0.2050664573907852,0.0698625445365905,3789.9482421875,2887.616943359375,12809.84765625,1771.2054443359375,29911.8125
192,1024,0.007,32,ICEH,204833.0,215170,0.69851863,0.7901239395205527,0.8387780774292437,123.53678894042967,38.07588577270508,0.0832630917429924,0.0027675300370901,0.0010410511167719,5340.28857421875,2275.74853515625,1233.7840576171875,1229.7171630859375,5171.4697265625
193,1024,0.007,32,MCN,14464.0,21538,0.45221403,0.8058437249333604,0.8298049187030925,1420.2174072265625,253.8657684326172,0.8214535117149353,0.0159992147237062,0.0038053935859352,16122.2802734375,6297.68603515625,2341.364990234375,969.6669921875,28404.72265625
194,1024,0.007,32,SCARF,22528.0,21538,0.662457,0.7459675527362996,0.7805039358115279,,,,,,,,,,
195,1024,0.007,32,SUBTAB,15360.0,21538,0.40134478,0.7692684954095232,0.8329196057708851,,,,,,,,,,
196,1024,0.007,64,CLIP,42881.0,84034,0.36814564,0.7789912793230807,0.8387959522474233,810.3101806640625,106.51763916015624,0.0495467111468315,0.0011760467896237,0.0007558910874649,16874.70703125,5816.3544921875,855.3692016601562,1201.3731689453125,20071.31640625
197,1024,0.007,64,CONTROL,,84034,,,0.7984636593774648,,,,,,,,,,
198,1024,0.007,64,GMC,524096.0,233602,0.6257358,0.7318721414255615,0.799936097525008,729.8212890625,156.34788513183594,0.0499628074467182,0.0058175045996904,0.0027822346892207,7314.033203125,4476.18505859375,897.4392700195312,823.2088012695312,11270.3203125
199,1024,0.007,64,ICEH,208961.0,250114,0.7288593,0.803532287507513,0.8209926333405577,135.75576782226562,43.357547760009766,0.0505266264081001,0.0031148488633334,0.0012718797661364,4017.779541015625,2552.753662109375,1020.725341796875,578.1710815429688,4418.12841796875
200,1024,0.007,64,MCN,49408.0,84034,0.4439627,0.7902669380659894,0.8260791362887856,1440.396240234375,269.0310974121094,0.515093982219696,0.0126499626785516,0.0034056426957249,12588.1787109375,5720.7880859375,5180.5439453125,1282.3018798828125,28396.75390625
201,1024,0.007,64,SCARF,88064.0,84034,0.66213185,0.7579123999848063,0.80725806992182,,,,,,,,,,
202,1024,0.007,64,SUBTAB,59392.0,84034,0.5008927,0.7820344671181548,0.8200776660849902,,,,,,,,,,
203,1024,0.007,128,CLIP,167681.0,331906,0.35406724,0.782614281532855,0.8387602026110641,720.2431030273438,54.588321685791016,0.0363330841064453,0.0011675945715978,0.0006423639715649,11444.6181640625,4492.56787109375,1002.9815063476562,1200.885986328125,18834.845703125
204,1024,0.007,128,CONTROL,,331906,,,0.7954875021505641,,,,,,,,,,
205,1024,0.007,128,GMC,532352.0,364930,0.6095865,0.7363162680954605,0.7789689358003562,518.5452880859375,127.4264144897461,0.0508089661598205,0.0062185167334973,0.0027409913018345,5393.15625,3307.046875,898.5033569335938,847.37451171875,6726.9306640625
206,1024,0.007,128,ICEH,217217.0,381442,0.7023299,0.7587290557403861,0.8357482957478042,144.24110412597656,73.52737426757812,0.0671099126338958,0.0072865639813244,0.0042583388276398,3924.3857421875,3899.264404296875,1051.1815185546875,747.397705078125,7775.16064453125
207,1024,0.007,128,MCN,180736.0,331906,0.42643183,0.7858049365779107,0.7909718762079467,1073.0894775390625,386.78466796875,0.1709345132112503,0.0072796861641108,0.0019561261869966,11255.0146484375,7083.5556640625,1778.748046875,1095.8365478515625,26864.521484375
208,1024,0.007,128,SCARF,348160.0,331906,0.6223404,0.7468333642418732,0.7857513121233719,,,,,,,,,,
209,1024,0.007,128,SUBTAB,233472.0,331906,0.625455,0.7723116832045973,0.8058258501151809,,,,,,,,,,
210,1024,0.01,32,CLIP,11201.0,21538,0.414297,0.7797453732150319,0.8164010394206771,682.6103515625,53.661075592041016,0.047468077391386,0.0011948697501793,0.0008209524094127,24328.48046875,4010.744384765625,1233.522705078125,1243.6722412109375,20154.48046875
211,1024,0.01,32,CONTROL,,21538,,,0.7879912502765011,,,,,,,,,,
212,1024,0.01,32,GMC,519968.0,198658,0.7625063,0.7513579275935802,0.824664791300326,638.3779907226562,154.9984130859375,0.0534036718308925,0.0056995819322764,0.0025386125780642,5156.69287109375,3493.298095703125,1026.9158935546875,921.146484375,22411.24609375
213,1024,0.01,32,ICEH,204833.0,215170,0.6613391,0.7669883389154901,0.8320940126062155,241.1474609375,50.69718933105469,0.05099418759346,0.0028473180718719,0.0015090283704921,3824.080810546875,2279.145751953125,953.8202514648438,853.3465576171875,6341.25244140625
214,1024,0.01,32,MCN,14464.0,21538,0.6395957,0.7564310244281733,0.8230716981300705,4036.441162109375,588.1273803710938,1.257842779159546,0.0766337141394615,0.0294604487717151,21508.6796875,7523.4267578125,1339.1727294921875,2222.21435546875,23043.2265625
215,1024,0.01,32,SCARF,22528.0,21538,0.731898,0.7378870177429914,0.7656723054270183,,,,,,,,,,
216,1024,0.01,32,SUBTAB,15360.0,21538,0.5380474,0.7758631861416535,0.7931269089747228,,,,,,,,,,
217,1024,0.01,64,CLIP,42881.0,84034,0.47447774,0.7752252785678695,0.8208853844314803,731.6265258789062,55.05941390991211,0.0629301071166992,0.0011650399537757,0.000677763542626,18250.515625,4771.25537109375,808.7122802734375,1370.700439453125,15583.1396484375
218,1024,0.01,64,CONTROL,,84034,,,0.775881060959833,,,,,,,,,,
219,1024,0.01,64,GMC,524096.0,233602,0.7373156,0.7436695214240867,0.5,511.39459228515625,116.8938446044922,0.0507908500730991,0.0049041723832488,0.0023721060715615,4793.51123046875,3796.276611328125,992.9120483398438,816.290283203125,5304.86376953125
220,1024,0.01,64,ICEH,208961.0,250114,0.69485074,0.776644092260874,0.8199927606986372,332.0707092285156,105.86045837402344,0.0530971065163612,0.0040335701778531,0.0021435262169688,6294.623046875,2940.8662109375,1169.1072998046875,715.5980224609375,7187.33740234375
221,1024,0.01,64,MCN,49408.0,84034,0.4447697,0.7819182807999875,0.8365247331624799,974.5907592773438,189.5148468017578,0.1123668625950813,0.0122368540614843,0.0042161988094449,19339.412109375,7025.06201171875,1952.763916015625,1539.5826416015625,28168.484375
222,1024,0.01,64,SCARF,88064.0,84034,0.64088744,0.772873622801118,0.8022609410644901,,,,,,,,,,
223,1024,0.01,64,SUBTAB,59392.0,84034,0.51537985,0.7864517815607844,0.8335083575946751,,,,,,,,,,
224,1024,0.01,128,CLIP,167681.0,331906,0.44535112,0.7796470617150442,0.8470016109679884,696.3583984375,80.64490509033203,0.0598243921995162,0.0011494208592921,0.0006243370007723,18595.916015625,4179.8310546875,1588.189208984375,1373.3746337890625,14689.1083984375
225,1024,0.01,128,CONTROL,,331906,,,0.7765815303972454,,,,,,,,,,
226,1024,0.01,128,GMC,532352.0,364930,0.750489,0.7287797978804934,0.8424725789117364,500.5841979980469,176.12742614746094,0.050774298608303,0.0053770020604133,0.0025253980420529,6673.55859375,3128.632080078125,949.866455078125,765.4395141601562,27959.248046875
227,1024,0.01,128,ICEH,217217.0,381442,0.7078701,0.7916589395317244,0.8320627316744013,123.18104553222656,36.62067794799805,0.0821058675646781,0.0039186524227261,0.0013230488402768,4339.56591796875,2307.502197265625,785.6609497070312,624.420166015625,6355.01904296875
228,1024,0.01,128,MCN,180736.0,331906,0.42640835,0.7856664067370189,0.7880672182537644,736.3939819335938,109.70711517333984,0.1693281978368759,0.0083450991660356,0.0038288072682917,9241.484375,6281.08154296875,1175.0703125,1631.1551513671875,22337.650390625
229,1024,0.01,128,SCARF,348160.0,331906,0.66425765,0.7601791503652049,0.7835739358338714,,,,,,,,,,
230,1024,0.01,128,SUBTAB,233472.0,331906,0.6397791,0.7701924000741804,0.778255060249309,,,,,,,,,,
