,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,c,x,y
0,16,0.001,2,CLIP,25,,,,,0.4666666666666666,0.16187999844551085,0.14359894171357152
1,16,0.001,2,GMC,210,,,,,0.4833333333333333,0.25204215645790096,0.1588033147156238
2,16,0.001,2,ICEH,115,,,,,0.65,0.129281866364181,0.049733380545512726
3,16,0.001,2,MCN,28,,,,,0.6333333333333333,0.21580094099044794,0.1630059644579887
4,16,0.001,3,CLIP,43,,,,,0.36666666666666664,0.21963385045528408,0.1402903757989406
5,16,0.001,3,GMC,215,,,,,0.45,0.18426304459571835,0.11653901115059848
6,16,0.001,3,ICEH,120,,,,,0.6833333333333333,0.09995740037411446,0.04269012990989719
7,16,0.001,3,MCN,48,,,,,0.7333333333333333,0.17890415489673606,0.1476402424275875
8,16,0.001,4,CLIP,65,,,,,0.6166666666666666,0.24663464725017548,0.16283440813422204
9,16,0.001,4,GMC,220,,,,,0.6333333333333333,0.22266673743724824,0.12122509032487865
10,16,0.001,4,ICEH,125,,,,,0.7,0.16220523146912452,0.07233372759073968
11,16,0.001,4,MCN,72,,,,,0.36666666666666664,0.2320959717035293,0.14380641132593153
12,16,0.002,2,CLIP,25,,,,,0.4666666666666666,0.22837900519371032,0.14786122888326642
13,16,0.002,2,GMC,210,,,,,0.55,0.23576266765594478,0.12444983646273608
14,16,0.002,2,ICEH,115,,,,,0.6,0.1470385266235098,0.11663216315209861
15,16,0.002,2,MCN,28,,,,,0.55,0.24238491654396052,0.11736967191100119
16,16,0.002,3,CLIP,43,,,,,0.5833333333333333,0.25423832237720484,0.13122146129608153
17,16,0.002,3,GMC,215,,,,,0.6833333333333333,0.2064203932881355,0.12190828770399094
18,16,0.002,3,ICEH,120,,,,,0.7,0.18497896408662198,0.09622452590265307
19,16,0.002,3,MCN,48,,,,,0.45,0.22228948175907134,0.15312694683670994
20,16,0.002,4,CLIP,65,,,,,0.6166666666666666,0.25297885239124296,0.1233340539038181
21,16,0.002,4,GMC,220,,,,,0.5,0.24069874882698056,0.14630033224821087
22,16,0.002,4,ICEH,125,,,,,0.8,0.11195876300334925,0.09978603380732234
23,16,0.002,4,MCN,72,,,,,0.5833333333333333,0.3386877596378326,0.1806706234812736
24,16,0.003,2,CLIP,25,,,,,0.5333333333333333,0.2505263924598694,0.16300596296787256
25,16,0.003,2,GMC,210,,,,,0.39999999999999997,0.25530097335577007,0.11619949303567405
26,16,0.003,2,ICEH,115,,,,,0.8333333333333333,0.06707691792398687,0.01666566302883434
27,16,0.003,2,MCN,28,,,,,0.5666666666666667,0.2483640968799591,0.18310468196868893
28,16,0.003,3,CLIP,43,,,,,0.5166666666666666,0.2488124281167984,0.14278202056884762
29,16,0.003,3,GMC,215,,,,,0.3833333333333333,0.19802266061305998,0.15494271591305728
30,16,0.003,3,ICEH,120,,,,,0.6833333333333333,0.0556586128517665,0.05965874803514446
31,16,0.003,3,MCN,48,,,,,0.5666666666666667,0.2527428179979324,0.18253216147422785
32,16,0.003,4,CLIP,65,,,,,0.75,0.2705563306808471,0.10591341033577917
33,16,0.003,4,GMC,220,,,,,0.4333333333333333,0.2556937217712402,0.14850775301456448
34,16,0.003,4,ICEH,125,,,,,0.8333333333333333,0.15254649878479537,0.09400130882859227
35,16,0.003,4,MCN,72,,,,,0.55,0.2283879339694977,0.1531407997012138
36,16,0.005,2,CLIP,25,,,,,0.45,0.21313141584396358,0.14780007600784298
37,16,0.005,2,GMC,210,,,,,0.4666666666666666,0.28124135434627534,0.09976433590054508
38,16,0.005,2,ICEH,115,,,,,0.9,0.00823772856965656,0.00590172115043964
39,16,0.005,2,MCN,28,,,,,0.36666666666666664,0.21956361234188077,0.15837079286575312
40,16,0.005,3,CLIP,43,,,,,0.5166666666666666,0.2733999311923981,0.16896182969212528
41,16,0.005,3,GMC,215,,,,,0.55,0.18055615574121472,0.10940541625022886
42,16,0.005,3,ICEH,120,,,,,0.9,0.024911460746079642,0.0254221535593387
43,16,0.005,3,MCN,48,,,,,0.5,0.22255677878856656,0.13302822485566135
44,16,0.005,4,CLIP,65,,,,,0.7,0.27975036948919296,0.15684286803007122
45,16,0.005,4,GMC,220,,,,,0.55,0.2133366227149963,0.12828099429607387
46,16,0.005,4,ICEH,125,,,,,0.75,0.02291379983071232,0.049321987027360556
47,16,0.005,4,MCN,72,,,,,0.5166666666666666,0.24724435508251186,0.12357545867562289
48,16,0.01,2,CLIP,25,,,,,0.3833333333333333,0.2502481073141098,0.1589433148503303
49,16,0.01,2,GMC,210,,,,,0.4833333333333333,0.2513763442635536,0.14246929958462712
50,16,0.01,2,ICEH,115,,,,,0.8333333333333333,0.07410658309236166,0.032067503345024256
51,16,0.01,2,MCN,28,,,,,0.5,0.18132860660552974,0.17196144759654994
52,16,0.01,3,CLIP,43,,,,,0.45,0.185090884566307,0.14710428789258
53,16,0.01,3,GMC,215,,,,,0.36666666666666664,0.23720886409282685,0.17167677432298656
54,16,0.01,3,ICEH,120,,,,,0.7666666666666666,0.11391488006338475,0.08234272846602833
55,16,0.01,3,MCN,48,,,,,0.5,0.21619373559951782,0.14405316561460493
56,16,0.01,4,CLIP,65,,,,,0.5833333333333333,0.26330501139163964,0.17268916219472882
57,16,0.01,4,GMC,220,,,,,0.4166666666666667,0.27068364396691325,0.15022764708846803
58,16,0.01,4,ICEH,125,,,,,0.85,0.0649008526932448,0.06251453371369277
59,16,0.01,4,MCN,72,,,,,0.45,0.2501986056566238,0.16274307072162625
60,16,0.02,2,CLIP,25,,,,,0.4166666666666667,0.2409543007612228,0.15837079435586926
61,16,0.02,2,GMC,210,,,,,0.4833333333333333,0.17068499177694313,0.17097800672054286
62,16,0.02,2,ICEH,115,,,,,0.75,0.13981266394257544,0.09519632505252953
63,16,0.02,2,MCN,28,,,,,0.5,0.24534255117177958,0.13696646988391872
64,16,0.02,3,CLIP,43,,,,,0.4833333333333333,0.28023054301738737,0.12801098525524135
65,16,0.02,3,GMC,215,,,,,0.36666666666666664,0.2098357379436493,0.13064942508935923
66,16,0.02,3,ICEH,120,,,,,0.6,0.20400587525218722,0.14011121615767477
67,16,0.02,3,MCN,48,,,,,0.5,0.18805701136589048,0.14220950156450268
68,16,0.02,4,CLIP,65,,,,,0.4833333333333333,0.142844723816961,0.1562855631113052
69,16,0.02,4,GMC,220,,,,,0.4333333333333333,0.2186930611729622,0.10832535773515697
70,16,0.02,4,ICEH,125,,,,,0.6333333333333333,0.16828924436122178,0.08646388892084356
71,16,0.02,4,MCN,72,,,,,0.4833333333333333,0.31170519888401027,0.15231002569198604
72,16,0.03,2,CLIP,25,,,,,0.5166666666666666,0.18805701136589048,0.11821830123662944
73,16,0.03,2,GMC,210,,,,,0.55,0.19140969812870023,0.14088962674140926
74,16,0.03,2,ICEH,115,,,,,0.65,0.16853638775646687,0.0981841085478663
75,16,0.03,2,MCN,28,,,,,0.5,0.23578927516937256,0.1739234067499637
76,16,0.03,3,CLIP,43,,,,,0.4333333333333333,0.2591123849153519,0.16847131997346873
77,16,0.03,3,GMC,215,,,,,0.45,0.22699142694473268,0.1671550706028938
78,16,0.03,3,ICEH,120,,,,,0.75,0.13439782680943607,0.08002745341509576
79,16,0.03,3,MCN,48,,,,,0.5,0.23568195104598993,0.1481468059122562
80,16,0.03,4,CLIP,65,,,,,0.5,0.2972587406635284,0.16407057642936704
81,16,0.03,4,GMC,220,,,,,0.5,0.22961092889308926,0.13223140984773632
82,16,0.03,4,ICEH,125,,,,,0.7,0.07183092553168532,0.07259866076783504
83,16,0.03,4,MCN,72,,,,,0.5,0.23375995755195614,0.1336007453501224
84,16,0.05,2,CLIP,25,,,,,0.4666666666666666,0.24193032085895533,0.151737505197525
85,16,0.05,2,GMC,210,,,,,0.5,0.18815982341766352,0.11618759781122201
86,16,0.05,2,ICEH,115,,,,,0.5833333333333333,0.1361027469858527,0.08701281892135734
87,16,0.05,2,MCN,28,,,,,0.5,0.2813259869813919,0.14871932640671726
88,16,0.05,3,CLIP,43,,,,,0.4666666666666666,0.20139302909374232,0.13302822485566135
89,16,0.05,3,GMC,215,,,,,0.5,0.21535584926605225,0.1573280811309814
90,16,0.05,3,ICEH,120,,,,,0.5,0.18805701136589048,0.1573280811309814
91,16,0.05,3,MCN,48,,,,,0.5,0.25167418718338014,0.12743846327066416
92,16,0.05,4,CLIP,65,,,,,0.5333333333333333,0.19312125146389003,0.14837259650230403
93,16,0.05,4,GMC,220,,,,,0.55,0.26681150496006006,0.17029215991497035
94,16,0.05,4,ICEH,125,,,,,0.5333333333333333,0.17610324937850236,0.1752484154887497
95,16,0.05,4,MCN,72,,,,,0.5,0.2721076101064682,0.1573280811309814
96,32,0.001,2,CLIP,25,,,,,0.5833333333333333,0.24491158127784723,0.17253396809101101
97,32,0.001,2,GMC,210,,,,,0.41666666666666663,0.2952296361327171,0.1665960311889648
98,32,0.001,2,ICEH,115,,,,,0.6,0.1234206991968676,0.08725479124113913
99,32,0.001,2,MCN,30,,,,,0.4666666666666666,0.1756326854228973,0.15790060162544245
100,32,0.001,3,CLIP,43,,,,,0.5833333333333333,0.18371619284152982,0.14116986766457554
101,32,0.001,3,GMC,215,,,,,0.3833333333333333,0.2922582685947418,0.11835904940962787
102,32,0.001,3,ICEH,120,,,,,0.6,0.1038948599107243,0.08802333271596577
103,32,0.001,3,MCN,51,,,,,0.5333333333333333,0.21188078224658963,0.13932892233133312
104,32,0.001,4,CLIP,65,,,,,0.4666666666666667,0.28233585953712464,0.1602073088288307
105,32,0.001,4,GMC,220,,,,,0.4666666666666666,0.32495043277740476,0.11150387674570081
106,32,0.001,4,ICEH,125,,,,,0.6,0.17992793396115297,0.1201617162674665
107,32,0.001,4,MCN,76,,,,,0.45,0.2872912526130676,0.14720231667160982
108,32,0.002,2,CLIP,25,,,,,0.5833333333333333,0.2203913927078247,0.15880564004182812
109,32,0.002,2,GMC,210,,,,,0.45,0.26137621700763697,0.15904444158077236
110,32,0.002,2,ICEH,115,,,,,0.8,0.1355128591880202,0.05505325487756631
111,32,0.002,2,MCN,30,,,,,0.35,0.19384342730045315,0.1469665929675102
112,32,0.002,3,CLIP,43,,,,,0.3333333333333333,0.279259192943573,0.14359975606203074
113,32,0.002,3,GMC,215,,,,,0.4333333333333333,0.19589047580957408,0.17748170346021647
114,32,0.002,3,ICEH,120,,,,,0.7166666666666666,0.0582531076855957,0.05730725588073249
115,32,0.002,3,MCN,51,,,,,0.4666666666666667,0.18724040389060967,0.11527627408504482
116,32,0.002,4,CLIP,65,,,,,0.36666666666666664,0.2528111845254898,0.11513711810111997
117,32,0.002,4,GMC,220,,,,,0.31666666666666665,0.21971439719200125,0.1546885922551155
118,32,0.002,4,ICEH,125,,,,,0.9333333333333333,0.07187989372760054,0.014895778719801401
119,32,0.002,4,MCN,76,,,,,0.6333333333333333,0.1827066421508789,0.161244086921215
120,32,0.003,2,CLIP,25,,,,,0.5333333333333333,0.2223903968930244,0.16637087166309353
121,32,0.003,2,GMC,210,,,,,0.35,0.2922233700752258,0.14938978850841517
122,32,0.003,2,ICEH,115,,,,,0.7,0.12835063077509398,0.11591899253107837
123,32,0.003,2,MCN,30,,,,,0.4333333333333333,0.2807922035455704,0.15733115598559375
124,32,0.003,3,CLIP,43,,,,,0.6666666666666666,0.2313388124108314,0.11024033054709433
125,32,0.003,3,GMC,215,,,,,0.35,0.194312871992588,0.14824289754033085
126,32,0.003,3,ICEH,120,,,,,0.65,0.07221608404070136,0.07611134066828523
127,32,0.003,3,MCN,51,,,,,0.45,0.2822417110204697,0.12801098525524135
128,32,0.003,4,CLIP,65,,,,,0.3833333333333333,0.23557051271200175,0.11207776889204975
129,32,0.003,4,GMC,220,,,,,0.55,0.265778437256813,0.11637727916240688
130,32,0.003,4,ICEH,125,,,,,0.6,0.09206693032756444,0.07610937869176264
131,32,0.003,4,MCN,76,,,,,0.5,0.29924594759941103,0.11245612502098079
132,32,0.005,2,CLIP,25,,,,,0.55,0.24023450613021846,0.15370028018951412
133,32,0.005,2,GMC,210,,,,,0.4833333333333333,0.20662669241428372,0.1615412607789039
134,32,0.005,2,ICEH,115,,,,,0.8833333333333332,0.03260060091015472,0.014302864986529978
135,32,0.005,2,MCN,30,,,,,0.5333333333333333,0.233089941740036,0.13276615440845485
136,32,0.005,3,CLIP,43,,,,,0.45,0.34375320076942445,0.11864866539835928
137,32,0.005,3,GMC,215,,,,,0.55,0.15330374389886853,0.10752636864781377
138,32,0.005,3,ICEH,120,,,,,0.85,0.10375386774539944,0.06009310797526265
139,32,0.005,3,MCN,51,,,,,0.5166666666666667,0.23624573349952693,0.12470315396785732
140,32,0.005,4,CLIP,65,,,,,0.6,0.22208436429500575,0.12822454497218128
141,32,0.005,4,GMC,220,,,,,0.5166666666666667,0.2575309261679649,0.12322917878627775
142,32,0.005,4,ICEH,125,,,,,0.7,0.10078482981771224,0.04893601063959064
143,32,0.005,4,MCN,76,,,,,0.55,0.20536583065986633,0.13596103191375727
144,32,0.01,2,CLIP,25,,,,,0.55,0.200325334072113,0.15335273742675776
145,32,0.01,2,GMC,210,,,,,0.4666666666666666,0.15953853279352184,0.1530640602111816
146,32,0.01,2,ICEH,115,,,,,0.7333333333333333,0.09625209076330062,0.042076822271337674
147,32,0.01,2,MCN,30,,,,,0.36666666666666664,0.31170519888401027,0.15756388083100317
148,32,0.01,3,CLIP,43,,,,,0.5,0.22715559601783752,0.13911420702934263
149,32,0.01,3,GMC,215,,,,,0.5,0.26324212551116943,0.11823293343186377
150,32,0.01,3,ICEH,120,,,,,0.75,0.02581898428943528,0.02555145392107074
151,32,0.01,3,MCN,51,,,,,0.41666666666666663,0.2332528710365295,0.1324887968599796
152,32,0.01,4,CLIP,65,,,,,0.4333333333333333,0.19885596632957453,0.11300474479794498
153,32,0.01,4,GMC,220,,,,,0.5333333333333333,0.21659479588270183,0.13411985933780665
154,32,0.01,4,ICEH,125,,,,,0.6,0.08186934711411592,0.09622901420370902
155,32,0.01,4,MCN,76,,,,,0.5166666666666667,0.2550518348813057,0.15880563855171198
156,32,0.02,2,CLIP,25,,,,,0.55,0.28182888925075533,0.14918951764702795
157,32,0.02,2,GMC,210,,,,,0.4666666666666666,0.28468154221773145,0.1806218048557639
158,32,0.02,2,ICEH,115,,,,,0.8,0.1556569309905171,0.07801156649366017
159,32,0.02,2,MCN,30,,,,,0.5,0.2267211183905601,0.1589433133602142
160,32,0.02,3,CLIP,43,,,,,0.41666666666666663,0.22206937968730922,0.14250971823930736
161,32,0.02,3,GMC,215,,,,,0.4833333333333333,0.15670115798711773,0.14764396846294398
162,32,0.02,3,ICEH,120,,,,,0.6,0.14435840761288998,0.13077154122292992
163,32,0.02,3,MCN,51,,,,,0.4833333333333333,0.23430131375789637,0.1517894335091114
164,32,0.02,4,CLIP,65,,,,,0.5,0.27335779368877405,0.1601256281137466
165,32,0.02,4,GMC,220,,,,,0.4333333333333333,0.19200480878353116,0.14250112324953074
166,32,0.02,4,ICEH,125,,,,,0.7,0.1472887259442359,0.10406360132619734
167,32,0.02,4,MCN,76,,,,,0.5,0.27264139354228967,0.17253396958112713
168,32,0.03,2,CLIP,25,,,,,0.3833333333333333,0.21376801133155818,0.1739234067499637
169,32,0.03,2,GMC,210,,,,,0.31666666666666665,0.14455578839406366,0.15407730489969249
170,32,0.03,2,ICEH,115,,,,,0.65,0.13895673044025897,0.1038156589493155
171,32,0.03,2,MCN,30,,,,,0.4833333333333333,0.28397538661956784,0.1573280811309814
172,32,0.03,3,CLIP,43,,,,,0.5666666666666667,0.18227289468049998,0.1629989057779312
173,32,0.03,3,GMC,215,,,,,0.5333333333333333,0.2104872643947601,0.14575151354074475
174,32,0.03,3,ICEH,120,,,,,0.75,0.08142606643959878,0.06889148003683654
175,32,0.03,3,MCN,51,,,,,0.4333333333333333,0.2218264520168304,0.12801098376512524
176,32,0.03,4,CLIP,65,,,,,0.3333333333333333,0.2813835322856903,0.09846361652016636
177,32,0.03,4,GMC,220,,,,,0.5,0.26918189227581024,0.12913457453250882
178,32,0.03,4,ICEH,125,,,,,0.6833333333333333,0.1405947769992053,0.09298087238275907
179,32,0.03,4,MCN,76,,,,,0.5166666666666667,0.29688819646835324,0.15684286803007122
180,32,0.05,2,CLIP,25,,,,,0.5,0.21550571918487543,0.13427520692348477
181,32,0.05,2,GMC,210,,,,,0.5,0.21538663059473037,0.17387343943119044
182,32,0.05,2,ICEH,115,,,,,0.6166666666666666,0.12397159021347756,0.08458072049543255
183,32,0.05,2,MCN,30,,,,,0.5,0.2725204288959503,0.14780007600784298
184,32,0.05,3,CLIP,43,,,,,0.5,0.19820759296417234,0.12801098376512524
185,32,0.05,3,GMC,215,,,,,0.5666666666666667,0.19866204475983973,0.13259701430797574
186,32,0.05,3,ICEH,120,,,,,0.7,0.11433833725750445,0.10217647192330329
187,32,0.05,3,MCN,51,,,,,0.5,0.24911099076271057,0.17196144759654994
188,32,0.05,4,CLIP,65,,,,,0.4,0.25450234413146966,0.16181368380784983
189,32,0.05,4,GMC,220,,,,,0.4833333333333333,0.23037605881690978,0.16058668270707127
190,32,0.05,4,ICEH,125,,,,,0.7,0.17968945121392604,0.07891562730073924
191,32,0.05,4,MCN,76,,,,,0.5666666666666667,0.21279275119304653,0.1277851931750774
192,64,0.001,2,CLIP,25,,,,,0.509090909090909,0.35444378256797787,0.2930238664150238
193,64,0.001,2,GMC,210,,,,,0.5311652124964819,0.28208492994308465,0.28544871509075165
194,64,0.001,2,ICEH,115,,,,,0.6408668730650154,0.1512511763721704,0.1397637981921434
195,64,0.001,2,MCN,36,,,,,0.47874999999999995,0.31617323160171507,0.23061591982841492
196,64,0.001,3,CLIP,43,,,,,0.5148216296087813,0.26656883358955386,0.26773481965065
197,64,0.001,3,GMC,215,,,,,0.38758478750351816,0.3472107827663421,0.31527668535709374
198,64,0.001,3,ICEH,120,,,,,0.519659090909091,0.2239114329218864,0.15513869971036906
199,64,0.001,3,MCN,60,,,,,0.5401157472558402,0.34810945987701414,0.28061399757862093
200,64,0.001,4,CLIP,65,,,,,0.5469967029874151,0.2738306790590286,0.3160958915948867
201,64,0.001,4,GMC,220,,,,,0.4977828595553054,0.31111920773983,0.305694991350174
202,64,0.001,4,ICEH,125,,,,,0.7121967351533914,0.10973629057407375,0.1580391880124807
203,64,0.001,4,MCN,88,,,,,0.5535448916408668,0.23031751215457916,0.2701075732707977
204,64,0.002,2,CLIP,25,,,,,0.5018737686462145,0.37754323482513424,0.3008577674627304
205,64,0.002,2,GMC,210,,,,,0.4865687447227695,0.38539553880691524,0.28642048835754397
206,64,0.002,2,ICEH,115,,,,,0.575,0.1507637750357389,0.06507147308439012
207,64,0.002,2,MCN,36,,,,,0.532105614973262,0.31971836686134336,0.2835596442222595
208,64,0.002,3,CLIP,43,,,,,0.5632039825499577,0.27710705399513247,0.24038155972957612
209,64,0.002,3,GMC,215,,,,,0.4167024345623417,0.29655175209045403,0.22817649841308593
210,64,0.002,3,ICEH,120,,,,,0.7298684210526316,0.14238834418356414,0.08412934616208072
211,64,0.002,3,MCN,60,,,,,0.4544539825499577,0.3346625208854675,0.2542576104402542
212,64,0.002,4,CLIP,65,,,,,0.5744874050098507,0.2681540220975876,0.2764693766832352
213,64,0.002,4,GMC,220,,,,,0.4253187447227694,0.29592947363853456,0.27502807676792146
214,64,0.002,4,ICEH,125,,,,,0.5553869969040248,0.10056471005082127,0.0987938921898603
215,64,0.002,4,MCN,88,,,,,0.509840275823248,0.31346071958541866,0.2847482740879059
216,64,0.003,2,CLIP,25,,,,,0.4650580495356037,0.36911033987998965,0.27115740776062014
217,64,0.003,2,GMC,210,,,,,0.46789895862651276,0.1606675326824188,0.2139689832925796
218,64,0.003,2,ICEH,115,,,,,0.6894736842105263,0.1951844450086355,0.20424959287047387
219,64,0.003,2,MCN,36,,,,,0.4800580495356037,0.33960912823677064,0.2602771520614624
220,64,0.003,3,CLIP,43,,,,,0.5299152124964819,0.32459117770195006,0.28474521040916445
221,64,0.003,3,GMC,215,,,,,0.5322681536729524,0.21878975033760067,0.20745824873447413
222,64,0.003,3,ICEH,120,,,,,0.595,0.17365725357085465,0.17756403423845765
223,64,0.003,3,MCN,60,,,,,0.523854288126734,0.3565747976303101,0.23305149972438813
224,64,0.003,4,CLIP,65,,,,,0.44173243938723816,0.32053100168704984,0.30852959752082826
225,64,0.003,4,GMC,220,,,,,0.4734826203208556,0.28377837240695947,0.2418532773852348
226,64,0.003,4,ICEH,125,,,,,0.6590909090909091,0.12435048855841155,0.09914232324808832
227,64,0.003,4,MCN,88,,,,,0.48837094407140846,0.2851176917552948,0.28225886225700375
228,64,0.005,2,CLIP,25,,,,,0.48148300229182583,0.2833907634019851,0.2951141119003296
229,64,0.005,2,GMC,210,,,,,0.4805460174500422,0.20960019230842586,0.251161715388298
230,64,0.005,2,ICEH,115,,,,,0.76,0.15273608639836306,0.11709923855960365
231,64,0.005,2,MCN,36,,,,,0.5396111435004624,0.31921993792057035,0.2361010164022445
232,64,0.005,3,CLIP,43,,,,,0.5505101322825781,0.26899190545082086,0.20597818195819856
233,64,0.005,3,GMC,215,,,,,0.4634136645088657,0.23021638691425322,0.18596375137567517
234,64,0.005,3,ICEH,120,,,,,0.675,0.18097334075719115,0.16744296923279758
235,64,0.005,3,MCN,60,,,,,0.4994627779341402,0.2631868064403534,0.2903704792261123
236,64,0.005,4,CLIP,65,,,,,0.4598701298701299,0.26934940814971925,0.26794343292713163
237,64,0.005,4,GMC,220,,,,,0.4613074966828837,0.2704386636614799,0.24519331455230708
238,64,0.005,4,ICEH,125,,,,,0.7534090909090909,0.200997994095087,0.14408706352114678
239,64,0.005,4,MCN,88,,,,,0.4976776165011459,0.28754153847694397,0.2624262154102325
240,64,0.01,2,CLIP,25,,,,,0.4856934783482771,0.25882844030857083,0.21457575857639308
241,64,0.01,2,GMC,210,,,,,0.48684949338587113,0.26654195785522455,0.2398056864738464
242,64,0.01,2,ICEH,115,,,,,0.8800735294117648,0.07342589944601054,0.10800467319786547
243,64,0.01,2,MCN,36,,,,,0.5000313115676892,0.33804049491882326,0.2689347058534622
244,64,0.01,3,CLIP,43,,,,,0.49557290619597116,0.3259030997753143,0.27512265443801875
245,64,0.01,3,GMC,215,,,,,0.4600267379679144,0.2204314202070236,0.2916773229837417
246,64,0.01,3,ICEH,120,,,,,0.6792207792207792,0.15710727609694003,0.08923949711024758
247,64,0.01,3,MCN,60,,,,,0.4553947368421053,0.3513706237077713,0.26742641329765315
248,64,0.01,4,CLIP,65,,,,,0.5345743034055728,0.28521974980831144,0.25694480240344997
249,64,0.01,4,GMC,220,,,,,0.5500333722005548,0.19296818077564232,0.17647749185562128
250,64,0.01,4,ICEH,125,,,,,0.9,0.035767874307930395,0.0481431157328188
251,64,0.01,4,MCN,88,,,,,0.489606971975393,0.2705880403518676,0.3102987170219421
252,64,0.02,2,CLIP,25,,,,,0.5215909090909091,0.3087596744298935,0.2936304628849029
253,64,0.02,2,GMC,210,,,,,0.42849714526959104,0.19884442687034604,0.19138670563697813
254,64,0.02,2,ICEH,115,,,,,0.7088235294117646,0.09254502765834326,0.11398285795003171
255,64,0.02,2,MCN,36,,,,,0.499183788347875,0.2866107881069183,0.2766255766153335
256,64,0.02,3,CLIP,43,,,,,0.4743019983112863,0.2924364894628525,0.2904136940836906
257,64,0.02,3,GMC,215,,,,,0.52097834827711,0.19787996113300318,0.1548949658870697
258,64,0.02,3,ICEH,120,,,,,0.84375,0.06177198104560372,0.0663960730656981
259,64,0.02,3,MCN,60,,,,,0.5000556370873708,0.23732251524925227,0.28182734847068786
260,64,0.02,4,CLIP,65,,,,,0.5227502915041615,0.28271108567714687,0.26017226874828336
261,64,0.02,4,GMC,220,,,,,0.5435607233323951,0.25297700762748715,0.16088558584451668
262,64,0.02,4,ICEH,125,,,,,0.7813235294117648,0.06264598965644831,0.08858371991664167
263,64,0.02,4,MCN,88,,,,,0.46724598930481287,0.32550780177116395,0.29521414637565613
264,64,0.03,2,CLIP,25,,,,,0.5186919504643963,0.3083783626556396,0.24317387640476226
265,64,0.03,2,GMC,210,,,,,0.5133510413734872,0.21036191135644908,0.17157648205757137
266,64,0.03,2,ICEH,115,,,,,0.7,0.1736229445785284,0.15130694843828674
267,64,0.03,2,MCN,36,,,,,0.5689551083591331,0.23444308191537852,0.23370822072029113
268,64,0.03,3,CLIP,43,,,,,0.5024419504643963,0.32158742249011996,0.2570836514234543
269,64,0.03,3,GMC,215,,,,,0.4374444131719673,0.26660827696323397,0.18225672841072077
270,64,0.03,3,ICEH,120,,,,,0.7,0.1705428790301084,0.14932629745453593
271,64,0.03,3,MCN,60,,,,,0.5278409090909091,0.3252657949924469,0.2731975167989731
272,64,0.03,4,CLIP,65,,,,,0.5436363636363636,0.22119540870189666,0.29595879614353177
273,64,0.03,4,GMC,220,,,,,0.4713080495356037,0.2784214384853839,0.2331639930605888
274,64,0.03,4,ICEH,125,,,,,0.9012499999999999,0.045096270181238594,0.02553425747901198
275,64,0.03,4,MCN,88,,,,,0.5009287925696595,0.3336493015289307,0.2579525262117386
276,64,0.05,2,CLIP,25,,,,,0.4991327751196172,0.3369123816490173,0.2475940495729446
277,64,0.05,2,GMC,210,,,,,0.4891756965944272,0.23034972250461577,0.17717638313770293
278,64,0.05,2,ICEH,115,,,,,0.5368421052631579,0.19405599981546398,0.11731691285967823
279,64,0.05,2,MCN,36,,,,,0.5,0.3072272986173629,0.2463693767786026
280,64,0.05,3,CLIP,43,,,,,0.5019930340557275,0.3251631706953048,0.27893747091293336
281,64,0.05,3,GMC,215,,,,,0.5392840557275542,0.19680170118808743,0.19879646301269527
282,64,0.05,3,ICEH,120,,,,,0.79,0.10063698366284365,0.0760190866887569
283,64,0.05,3,MCN,60,,,,,0.5,0.28415080308914187,0.2625086635351181
284,64,0.05,4,CLIP,65,,,,,0.5517857142857142,0.35861543416976926,0.2926699519157409
285,64,0.05,4,GMC,220,,,,,0.4683594849423023,0.2745125323534012,0.18422444462776183
286,64,0.05,4,ICEH,125,,,,,0.76375,0.09917358532547949,0.10009411741048094
287,64,0.05,4,MCN,88,,,,,0.5287499999999999,0.3037984162569046,0.22849956452846526
